train_task,test_task,acc
mixed,mem,0.5
motor,mixed,0.65
motor,mem,0.55
mem,mixed,0.55
mem,motor,0.5
mixed,motor,0.8
mixed,mem,0.75
motor,mixed,1.0
motor,mem,1.0
mem,mixed,0.75
mem,motor,0.65
mixed,motor,0.5882352941176471
mixed,mem,0.6111111111111112
motor,mixed,0.6470588235294118
motor,mem,0.7222222222222222
mem,mixed,0.5882352941176471
mem,motor,0.5882352941176471
mixed,motor,0.5294117647058824
mixed,mem,0.6111111111111112
motor,mixed,0.5
motor,mem,0.6111111111111112
mem,mixed,0.5
mem,motor,0.6470588235294118
mixed,motor,0.55
mixed,mem,0.55
motor,mixed,0.65
motor,mem,0.7
mem,mixed,0.55
mem,motor,0.55
mixed,motor,0.5
mixed,mem,0.55
motor,mixed,0.7
motor,mem,0.8
mem,mixed,0.55
mem,motor,0.5
mixed,motor,0.5
mixed,mem,0.55
motor,mixed,0.75
motor,mem,0.75
mem,mixed,0.55
mem,motor,0.55
mixed,motor,0.55
mixed,mem,0.5555555555555556
motor,mixed,0.7
motor,mem,0.6111111111111112
mem,mixed,0.6
mem,motor,0.65
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.8
motor,mem,0.85
mem,mixed,0.5
mem,motor,0.55
mixed,motor,0.5882352941176471
mixed,mem,0.6666666666666666
motor,mixed,0.7058823529411765
motor,mem,0.7222222222222222
mem,mixed,0.7058823529411765
mem,motor,0.5882352941176471
mixed,motor,0.47058823529411764
mixed,mem,0.5555555555555556
motor,mixed,0.5555555555555556
motor,mem,0.5
mem,mixed,0.8888888888888888
mem,motor,0.5882352941176471
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.8
motor,mem,0.8
mem,mixed,0.75
mem,motor,0.7
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.65
motor,mem,0.7
mem,mixed,0.65
mem,motor,0.65
mixed,motor,0.65
mixed,mem,0.55
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.55
mem,motor,0.55
mixed,motor,0.55
mixed,mem,0.5555555555555556
motor,mixed,0.8
motor,mem,0.7222222222222222
mem,mixed,0.9
mem,motor,0.9
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.75
motor,mem,0.7
mem,mixed,0.7
mem,motor,0.75
mixed,motor,0.5294117647058824
mixed,mem,0.5555555555555556
motor,mixed,0.6470588235294118
motor,mem,0.6666666666666666
mem,mixed,0.6470588235294118
mem,motor,0.6470588235294118
mixed,motor,0.5882352941176471
mixed,mem,0.5555555555555556
motor,mixed,0.5555555555555556
motor,mem,0.6666666666666666
mem,mixed,0.6111111111111112
mem,motor,0.5882352941176471
mixed,motor,0.5
mixed,mem,0.55
motor,mixed,0.55
motor,mem,0.6
mem,mixed,0.55
mem,motor,0.7
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.85
motor,mem,0.9
mem,mixed,0.8
mem,motor,0.8
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.7
motor,mem,0.85
mem,mixed,0.85
mem,motor,0.65
mixed,motor,0.5
mixed,mem,0.5555555555555556
motor,mixed,0.75
motor,mem,0.7777777777777778
mem,mixed,0.75
mem,motor,0.7
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.7
motor,mem,0.75
mem,mixed,0.9
mem,motor,0.9
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.6
motor,mem,0.8
mem,mixed,0.9
mem,motor,0.75
mixed,motor,0.5294117647058824
mixed,mem,0.5
motor,mixed,0.6666666666666666
motor,mem,0.6111111111111112
mem,mixed,0.6111111111111112
mem,motor,0.5882352941176471
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.85
motor,mem,0.85
mem,mixed,0.7
mem,motor,0.75
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.3
motor,mem,0.5
mem,mixed,0.6
mem,motor,0.65
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.25
motor,mem,0.5
mem,mixed,0.7
mem,motor,0.75
mixed,motor,0.5
mixed,mem,0.5555555555555556
motor,mixed,0.75
motor,mem,0.7222222222222222
mem,mixed,0.8
mem,motor,0.55
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.65
mem,mixed,0.45
mem,motor,0.4
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.85
motor,mem,0.8
mem,mixed,0.9
mem,motor,0.9
mixed,motor,0.5294117647058824
mixed,mem,0.5
motor,mixed,0.5294117647058824
motor,mem,0.6111111111111112
mem,mixed,0.8823529411764706
mem,motor,0.7647058823529411
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.75
mem,mixed,0.55
mem,motor,0.45
mixed,motor,0.7
mixed,mem,0.7
motor,mixed,0.55
motor,mem,0.65
mem,mixed,0.7
mem,motor,0.7
mixed,motor,0.65
mixed,mem,0.8
motor,mixed,0.4
motor,mem,0.85
mem,mixed,0.6
mem,motor,0.8
mixed,motor,0.65
mixed,mem,0.6111111111111112
motor,mixed,0.6
motor,mem,0.6111111111111112
mem,mixed,0.55
mem,motor,0.65
mixed,motor,0.75
mixed,mem,0.9
motor,mixed,0.65
motor,mem,0.75
mem,mixed,0.65
mem,motor,0.85
mixed,motor,0.6
mixed,mem,0.85
motor,mixed,0.9
motor,mem,0.9
mem,mixed,0.8
mem,motor,0.8
mixed,motor,0.8823529411764706
mixed,mem,0.9444444444444444
motor,mixed,0.4117647058823529
motor,mem,0.5555555555555556
mem,mixed,0.5294117647058824
mem,motor,0.7058823529411765
mixed,motor,0.5294117647058824
mixed,mem,0.6111111111111112
motor,mixed,0.4444444444444444
motor,mem,0.5555555555555556
mem,mixed,0.7222222222222222
mem,motor,0.8235294117647058
