train_task,test_task,acc
mixed,motor,0.6950000000000001
mixed,mem,0.69
motor,mixed,0.595
motor,mem,0.6700000000000002
mem,mixed,0.5499999999999999
mem,motor,0.565
mixed,motor,0.5599999999999999
mixed,mem,0.78
motor,mixed,0.805
motor,mem,0.7899999999999999
mem,mixed,0.8299999999999998
mem,motor,0.665
mixed,motor,0.74
mixed,mem,0.6950000000000001
motor,mixed,0.74
motor,mem,0.7350000000000001
mem,mixed,0.79
mem,motor,0.78
mixed,motor,0.5
mixed,mem,0.505
motor,mixed,0.63
motor,mem,0.72
mem,mixed,0.5449999999999999
mem,motor,0.5399999999999999
mixed,motor,0.505
mixed,mem,0.505
motor,mixed,0.545
motor,mem,0.5199999999999999
mem,mixed,0.5499999999999999
mem,motor,0.5499999999999999
mixed,motor,0.505
mixed,mem,0.505
motor,mixed,0.6400000000000001
motor,mem,0.61
mem,mixed,0.5449999999999999
mem,motor,0.5449999999999999
mixed,motor,0.53
mixed,mem,0.505
motor,mixed,0.48
motor,mem,0.5399999999999999
mem,mixed,0.525
mem,motor,0.5449999999999999
mixed,motor,0.505
mixed,mem,0.505
motor,mixed,0.38000000000000006
motor,mem,0.48999999999999994
mem,mixed,0.51
mem,motor,0.51
mixed,motor,0.575
mixed,mem,0.5599999999999999
motor,mixed,0.57
motor,mem,0.685
mem,mixed,0.61
mem,motor,0.6500000000000001
mixed,motor,0.525
mixed,mem,0.48500000000000004
motor,mixed,0.30999999999999994
motor,mem,0.5499999999999999
mem,mixed,0.48500000000000004
mem,motor,0.5
mixed,motor,0.705
mixed,mem,0.78
motor,mixed,0.57
motor,mem,0.595
mem,mixed,0.9399999999999998
mem,motor,0.8700000000000001
mixed,motor,0.7500000000000001
mixed,mem,0.74
motor,mixed,0.7699999999999999
motor,mem,0.8049999999999999
mem,mixed,0.7250000000000001
mem,motor,0.675
mixed,motor,0.515
mixed,mem,0.45000000000000007
motor,mixed,0.5950000000000001
motor,mem,0.76
mem,mixed,0.63
mem,motor,0.525
mixed,motor,0.785
mixed,mem,0.8400000000000001
motor,mixed,0.8150000000000001
motor,mem,0.82
mem,mixed,0.685
mem,motor,0.685
mixed,motor,0.7100000000000001
mixed,mem,0.95
motor,mixed,0.505
motor,mem,0.53
mem,mixed,0.7749999999999999
mem,motor,0.595
mixed,motor,0.53
mixed,mem,0.6950000000000001
motor,mixed,0.6799999999999999
motor,mem,0.78
mem,mixed,0.7899999999999998
mem,motor,0.7599999999999999
mixed,motor,0.45999999999999996
mixed,mem,0.5
motor,mixed,0.53
motor,mem,0.78
mem,mixed,0.425
mem,motor,0.5
mixed,motor,0.885
mixed,mem,0.875
motor,mixed,0.625
motor,mem,0.625
mem,mixed,0.62
mem,motor,0.62
mixed,motor,0.65
mixed,mem,0.7949999999999999
motor,mixed,0.5799999999999998
motor,mem,0.5849999999999999
mem,mixed,0.5999999999999999
mem,motor,0.59
mixed,motor,0.5399999999999998
mixed,mem,0.7749999999999999
motor,mixed,0.72
motor,mem,0.7649999999999999
mem,mixed,0.565
mem,motor,0.575
mixed,motor,0.8300000000000001
mixed,mem,0.7749999999999999
motor,mixed,0.5399999999999998
motor,mem,0.53
mem,mixed,0.53
mem,motor,0.525
mixed,motor,0.5549999999999999
mixed,mem,0.6450000000000001
motor,mixed,0.78
motor,mem,0.8549999999999999
mem,mixed,0.68
mem,motor,0.55
mixed,motor,0.69
mixed,mem,0.7
motor,mixed,0.4750000000000001
motor,mem,0.55
mem,mixed,0.625
mem,motor,0.7350000000000001
mixed,motor,0.58
mixed,mem,0.6700000000000002
motor,mixed,0.4800000000000001
motor,mem,0.51
mem,mixed,0.49000000000000005
mem,motor,0.51
mixed,motor,0.4600000000000001
mixed,mem,0.61
motor,mixed,0.67
motor,mem,0.6950000000000001
mem,mixed,0.6250000000000001
mem,motor,0.5900000000000001
mixed,motor,0.475
mixed,mem,0.53
motor,mixed,0.495
motor,mem,0.5249999999999999
mem,mixed,0.7749999999999999
mem,motor,0.7150000000000001
mixed,motor,0.325
mixed,mem,0.6450000000000001
motor,mixed,0.545
motor,mem,0.565
mem,mixed,0.53
mem,motor,0.5
mixed,motor,0.595
mixed,mem,0.7250000000000001
motor,mixed,0.675
motor,mem,0.72
mem,mixed,0.68
mem,motor,0.7250000000000001
mixed,motor,0.25
mixed,mem,0.4200000000000001
motor,mixed,0.5
motor,mem,0.5249999999999999
mem,mixed,0.7749999999999999
mem,motor,0.595
mixed,motor,0.5599999999999999
mixed,mem,0.5999999999999999
motor,mixed,0.5
motor,mem,0.505
mem,mixed,0.6950000000000001
mem,motor,0.7499999999999999
mixed,motor,0.48999999999999994
mixed,mem,0.445
motor,mixed,0.4800000000000001
motor,mem,0.45000000000000007
mem,mixed,0.6699999999999999
mem,motor,0.6849999999999999
