train_task,test_task,acc
mixed,mem,0.7200000000000001
motor,mixed,0.775
motor,mem,0.825
mem,mixed,0.585
mem,motor,0.6100000000000001
mixed,motor,0.7599999999999999
mixed,mem,0.9150000000000003
motor,mixed,0.65
motor,mem,0.8700000000000001
mem,mixed,0.6650000000000001
mem,motor,0.5499999999999999
mixed,motor,0.7749999999999999
mixed,mem,0.925
motor,mixed,0.655
motor,mem,0.7699999999999999
mem,mixed,0.7849999999999999
mem,motor,0.6699999999999999
mixed,motor,0.7999999999999999
mixed,mem,0.8499999999999999
motor,mixed,0.755
motor,mem,0.75
mem,mixed,0.755
mem,motor,0.7799999999999999
mixed,motor,0.845
mixed,mem,0.8399999999999999
motor,mixed,0.835
motor,mem,0.825
mem,mixed,0.89
mem,motor,0.89
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.595
motor,mem,0.75
mem,mixed,0.5549999999999999
mem,motor,0.5549999999999999
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.595
motor,mem,0.595
mem,mixed,0.5
mem,motor,0.5
mixed,motor,0.5599999999999999
mixed,mem,0.5599999999999999
motor,mixed,0.7949999999999999
motor,mem,0.6200000000000001
mem,mixed,0.6199999999999999
mem,motor,0.6199999999999999
mixed,motor,0.505
mixed,mem,0.495
motor,mixed,0.525
motor,mem,0.625
mem,mixed,0.6249999999999999
mem,motor,0.6249999999999999
mixed,motor,0.5
mixed,mem,0.505
motor,mixed,0.47000000000000003
motor,mem,0.53
mem,mixed,0.6449999999999999
mem,motor,0.6449999999999999
mixed,motor,0.5549999999999999
mixed,mem,0.5549999999999999
motor,mixed,0.5349999999999999
motor,mem,0.635
mem,mixed,0.7450000000000001
mem,motor,0.7450000000000001
mixed,motor,0.57
mixed,mem,0.57
motor,mixed,0.36
motor,mem,0.525
mem,mixed,0.575
mem,motor,0.625
mixed,motor,0.77
mixed,mem,0.845
motor,mixed,0.715
motor,mem,0.725
mem,mixed,0.755
mem,motor,0.755
mixed,motor,0.565
mixed,mem,0.79
motor,mixed,0.77
motor,mem,0.795
mem,mixed,0.7300000000000001
mem,motor,0.47000000000000003
mixed,motor,0.71
mixed,mem,0.72
motor,mixed,0.6049999999999999
motor,mem,0.655
mem,mixed,0.6950000000000001
mem,motor,0.5999999999999999
mixed,motor,0.8200000000000001
mixed,mem,0.805
motor,mixed,0.7699999999999999
motor,mem,0.7849999999999999
mem,mixed,0.7949999999999999
mem,motor,0.82
mixed,motor,0.62
mixed,mem,0.89
motor,mixed,0.685
motor,mem,0.865
mem,mixed,0.715
mem,motor,0.64
mixed,motor,0.7699999999999999
mixed,mem,0.8450000000000001
motor,mixed,0.6800000000000002
motor,mem,0.6800000000000002
mem,mixed,0.8550000000000001
mem,motor,0.8300000000000001
mixed,motor,0.6599999999999999
mixed,mem,0.6749999999999999
motor,mixed,0.6900000000000001
motor,mem,0.725
mem,mixed,0.6700000000000002
mem,motor,0.72
mixed,motor,0.99
mixed,mem,0.9949999999999999
motor,mixed,0.515
motor,mem,0.515
mem,mixed,0.605
mem,motor,0.605
mixed,motor,0.635
mixed,mem,0.915
motor,mixed,0.5599999999999999
motor,mem,0.5599999999999999
mem,mixed,0.5899999999999999
mem,motor,0.5899999999999999
mixed,motor,0.5799999999999998
mixed,mem,0.78
motor,mixed,0.615
motor,mem,0.615
mem,mixed,0.575
mem,motor,0.6199999999999999
mixed,motor,0.8450000000000001
mixed,mem,0.7749999999999999
motor,mixed,0.745
motor,mem,0.7949999999999999
mem,mixed,0.885
mem,motor,0.8899999999999999
mixed,motor,0.6300000000000001
mixed,mem,0.9149999999999998
motor,mixed,0.8249999999999998
motor,mem,0.96
mem,mixed,0.745
mem,motor,0.6100000000000001
mixed,motor,0.695
mixed,mem,0.6950000000000001
motor,mixed,0.63
motor,mem,0.6949999999999998
mem,mixed,0.7999999999999999
mem,motor,0.8649999999999999
mixed,motor,0.6700000000000002
mixed,mem,0.7999999999999999
motor,mixed,0.6849999999999999
motor,mem,0.72
mem,mixed,0.5599999999999999
mem,motor,0.585
mixed,motor,0.5349999999999999
mixed,mem,0.5349999999999999
motor,mixed,0.6699999999999999
motor,mem,0.7049999999999998
mem,mixed,0.5549999999999999
mem,motor,0.5549999999999999
mixed,motor,0.565
mixed,mem,0.72
motor,mixed,0.64
motor,mem,0.745
mem,mixed,0.6450000000000001
mem,motor,0.7049999999999998
mixed,motor,0.5499999999999999
mixed,mem,0.6400000000000001
motor,mixed,0.6449999999999999
motor,mem,0.67
mem,mixed,0.565
mem,motor,0.57
mixed,motor,0.7899999999999999
mixed,mem,0.8799999999999999
motor,mixed,0.82
motor,mem,0.865
mem,mixed,0.865
mem,motor,0.885
mixed,motor,0.205
mixed,mem,0.5700000000000001
motor,mixed,0.5799999999999998
motor,mem,0.7350000000000001
mem,mixed,0.9
mem,motor,0.7649999999999999
mixed,motor,0.575
mixed,mem,0.7350000000000001
motor,mixed,0.6300000000000001
motor,mem,0.7699999999999999
mem,mixed,0.75
mem,motor,0.7799999999999999
mixed,motor,0.6150000000000001
mixed,mem,0.6150000000000001
motor,mixed,0.61
motor,mem,0.615
mem,mixed,0.8150000000000001
mem,motor,0.82
