train_task,test_task,acc
mem,motor,0.47000000000000003
mixed,motor,0.6699999999999999
mixed,mem,0.57
motor,mixed,0.665
motor,mem,0.685
mem,mixed,0.725
mem,motor,0.7000000000000001
mixed,motor,0.6900000000000001
mixed,mem,0.8349999999999997
motor,mixed,0.8600000000000001
motor,mem,0.8500000000000002
mem,mixed,0.705
mem,motor,0.6649999999999999
mixed,motor,0.7799999999999999
mixed,mem,0.6599999999999999
motor,mixed,0.68
motor,mem,0.7699999999999999
mem,mixed,0.75
mem,motor,0.7050000000000001
mixed,motor,0.835
mixed,mem,0.7899999999999999
motor,mixed,0.615
motor,mem,0.8399999999999999
mem,mixed,0.7999999999999999
mem,motor,0.6699999999999999
mixed,motor,0.865
mixed,mem,0.915
motor,mixed,0.6250000000000001
motor,mem,0.625
mem,mixed,0.6849999999999999
mem,motor,0.6849999999999999
mixed,motor,0.48500000000000004
mixed,mem,0.7799999999999999
motor,mixed,0.755
motor,mem,0.76
mem,mixed,0.58
mem,motor,0.39499999999999996
mixed,motor,0.465
mixed,mem,0.7799999999999999
motor,mixed,0.7150000000000001
motor,mem,0.8499999999999999
mem,mixed,0.53
mem,motor,0.5349999999999999
mixed,motor,0.6599999999999999
mixed,mem,0.685
motor,mixed,0.645
motor,mem,0.68
mem,mixed,0.74
mem,motor,0.7699999999999999
mixed,motor,0.595
mixed,mem,0.785
motor,mixed,0.835
motor,mem,0.925
mem,mixed,0.76
mem,motor,0.7599999999999999
mixed,motor,0.595
mixed,mem,0.5449999999999999
motor,mixed,0.745
motor,mem,0.765
mem,mixed,0.72
mem,motor,0.89
mixed,motor,0.595
mixed,mem,0.635
motor,mixed,0.74
motor,mem,0.7200000000000001
mem,mixed,0.68
mem,motor,0.7100000000000001
mixed,motor,0.6
mixed,mem,0.6700000000000002
motor,mixed,0.6900000000000001
motor,mem,0.63
mem,mixed,0.595
mem,motor,0.59
mixed,motor,0.475
mixed,mem,0.6950000000000001
motor,mixed,0.5650000000000001
motor,mem,0.6199999999999999
mem,mixed,0.5249999999999999
mem,motor,0.6799999999999999
mixed,motor,0.655
mixed,mem,0.68
motor,mixed,0.6599999999999999
motor,mem,0.7050000000000001
mem,mixed,0.51
mem,motor,0.51
mixed,motor,0.645
mixed,mem,0.8099999999999999
motor,mixed,0.5149999999999999
motor,mem,0.5700000000000001
mem,mixed,0.755
mem,motor,0.76
mixed,motor,0.795
mixed,mem,0.8150000000000001
motor,mixed,0.565
motor,mem,0.67
mem,mixed,0.655
mem,motor,0.655
mixed,motor,0.5599999999999998
mixed,mem,0.78
motor,mixed,0.725
motor,mem,0.6100000000000001
mem,mixed,0.635
mem,motor,0.635
mixed,motor,0.8550000000000001
mixed,mem,0.655
motor,mixed,0.505
motor,mem,0.5
mem,mixed,0.605
mem,motor,0.8400000000000001
