train_task,test_task,acc
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5694444444444444
mixed,motor,0.55
mixed,mem,0.5199999999999999
motor,mixed,0.5
motor,mem,0.5499999999999999
mem,mixed,0.50625
mem,motor,0.6041666666666667
mixed,motor,0.635
mixed,mem,0.5449999999999999
motor,mixed,0.5
motor,mem,0.6049999999999999
mem,mixed,0.50625
mem,motor,0.5375
mixed,motor,0.7749999999999999
mixed,mem,0.7749999999999999
motor,mixed,0.64
motor,mem,0.755
mem,mixed,0.9549999999999998
mem,motor,0.96
mixed,motor,0.845
mixed,mem,0.8699999999999999
motor,mixed,0.7499999999999999
motor,mem,0.8099999999999999
mem,mixed,0.7050000000000001
mem,motor,0.585
mixed,motor,0.74
mixed,mem,0.74375
motor,mixed,0.78
motor,mem,0.8
mem,mixed,0.6099999999999999
mem,motor,0.7100000000000001
mixed,motor,0.8699999999999998
mixed,mem,0.97
motor,mixed,0.5999999999999999
motor,mem,0.7799999999999999
mem,mixed,0.625
mem,motor,0.7249999999999999
mixed,motor,0.9055555555555556
mixed,mem,0.95
motor,mixed,0.6300000000000001
motor,mem,0.6250000000000001
mem,mixed,0.8800000000000001
mem,motor,0.9055555555555557
mixed,motor,0.5
mixed,mem,0.51
motor,mixed,0.7749999999999999
motor,mem,0.6950000000000001
mem,mixed,0.7899999999999999
mem,motor,0.7999999999999999
mixed,motor,0.82
mixed,mem,0.82
motor,mixed,0.72
motor,mem,0.82
mem,mixed,0.905
mem,motor,0.9199999999999999
mixed,motor,0.8049999999999999
mixed,mem,0.8299999999999998
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.7899999999999998
mem,motor,0.9400000000000001
mixed,motor,0.5499999999999999
mixed,mem,0.565
motor,mixed,0.525
motor,mem,0.5
mem,mixed,0.7350000000000001
mem,motor,0.765
mixed,motor,0.8099999999999999
mixed,mem,0.80625
motor,mixed,0.5999999999999999
motor,mem,0.5
mem,mixed,0.905
mem,motor,0.9550000000000001
mixed,motor,0.925
mixed,mem,0.7449999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.77
mem,motor,0.8800000000000001
mixed,motor,0.9166666666666667
mixed,mem,0.96
motor,mixed,0.505
motor,mem,0.5
mem,mixed,0.8099999999999999
mem,motor,0.8722222222222221
mixed,motor,0.8611111111111113
mixed,mem,0.825
motor,mixed,0.5149999999999999
motor,mem,0.525
mem,mixed,0.865
mem,motor,0.9222222222222223
mixed,motor,0.8700000000000001
mixed,mem,0.885
motor,mixed,0.5
motor,mem,0.51
mem,mixed,0.845
mem,motor,0.915
mixed,motor,0.665
mixed,mem,0.58
motor,mixed,0.5333333333333333
motor,mem,0.5777777777777778
mem,mixed,0.925
mem,motor,0.93
mixed,motor,0.575
mixed,mem,0.6499999999999999
motor,mixed,0.5111111111111111
motor,mem,0.55
mem,mixed,0.73
mem,motor,0.585
mixed,motor,0.525
mixed,mem,0.59375
motor,mixed,0.5333333333333333
motor,mem,0.5347222222222222
mem,mixed,0.6849999999999999
mem,motor,0.7100000000000001
mixed,motor,0.7
mixed,mem,0.65
motor,mixed,0.5499999999999999
motor,mem,0.5666666666666667
mem,mixed,0.9099999999999999
mem,motor,0.915
mixed,motor,0.705
mixed,mem,0.8099999999999999
motor,mixed,0.5
motor,mem,0.5222222222222223
mem,mixed,0.72
mem,motor,0.7649999999999999
mixed,motor,0.7555555555555555
mixed,mem,0.7649999999999999
motor,mixed,0.6111111111111112
motor,mem,0.6111111111111112
mem,mixed,0.765
mem,motor,0.7333333333333333
mixed,motor,0.825
mixed,mem,0.86
motor,mixed,0.5777777777777778
motor,mem,0.6611111111111111
mem,mixed,0.8299999999999998
mem,motor,0.865
mixed,motor,0.8950000000000001
mixed,mem,0.7649999999999999
motor,mixed,0.6222222222222223
motor,mem,0.6777777777777777
mem,mixed,0.915
mem,motor,0.9099999999999999
mixed,motor,0.505
mixed,mem,0.6599999999999999
motor,mixed,0.5166666666666666
motor,mem,0.5500000000000002
mem,mixed,0.715
mem,motor,0.6249999999999999
mixed,motor,0.545
mixed,mem,0.74375
motor,mixed,0.5055555555555555
motor,mem,0.6111111111111112
mem,mixed,0.595
mem,motor,0.64
mixed,motor,0.57
mixed,mem,0.6250000000000001
motor,mixed,0.47777777777777786
motor,mem,0.5222222222222223
mem,mixed,0.8049999999999999
mem,motor,0.85
mixed,motor,0.5
mixed,mem,0.5349999999999999
motor,mixed,0.6444444444444444
motor,mem,0.7888888888888889
mem,mixed,0.825
mem,motor,0.6900000000000001
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5277777777777778
motor,mem,0.5
mem,mixed,0.66
mem,motor,0.8166666666666667
mixed,motor,0.565
mixed,mem,0.6050000000000001
motor,mixed,0.5777777777777778
motor,mem,0.7499999999999999
mem,mixed,0.76
mem,motor,0.6700000000000002
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.59
motor,mem,0.675
mem,mixed,0.8100000000000002
mem,motor,0.8699999999999999
mixed,motor,0.5149999999999999
mixed,mem,0.8599999999999998
motor,mixed,0.5
motor,mem,0.54
mem,mixed,0.5
mem,motor,0.68
mixed,motor,0.5999999999999999
mixed,mem,0.625
motor,mixed,0.585
motor,mem,0.675
mem,mixed,0.7100000000000001
mem,motor,0.8300000000000001
mixed,motor,0.745
mixed,mem,0.8299999999999998
motor,mixed,0.545
motor,mem,0.58
mem,mixed,0.8450000000000001
mem,motor,0.8950000000000001
mixed,motor,0.565
mixed,mem,0.8349999999999997
motor,mixed,0.55
motor,mem,0.74
mem,mixed,0.9
mem,motor,0.725
mixed,motor,0.711111111111111
mixed,mem,0.9000000000000001
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.73
mem,motor,0.7500000000000001
mixed,motor,0.8333333333333333
mixed,mem,0.635
motor,mixed,0.505
motor,mem,0.5
mem,mixed,0.5699999999999998
mem,motor,0.8388888888888888
