train_task,test_task,diff
mem,semantic,-0.046517857142857146
motor,glass,-0.0010119047619047497
motor,mem,-8.928571428571437e-05
motor,semantic,0.0031250000000000067
semantic,glass,0.009335317460317464
semantic,mem,-0.0017857142857142863
semantic,motor,0.025625000000000005
glass,mem,0.01617063492063493
glass,motor,0.02026785714285715
glass,semantic,0.004761904761904751
mem,glass,0.008650793650793649
mem,motor,0.031607142857142854
mem,semantic,0.012767857142857128
motor,glass,0.016547619047619033
motor,mem,0.00910714285714286
motor,semantic,0.0030357142857142774
semantic,glass,-0.006845238095238104
semantic,mem,0.0018749999999999889
semantic,motor,-0.017500000000000016
glass,mem,-0.022628968253968238
glass,motor,-0.026071428571428547
glass,semantic,-0.0435218253968254
mem,glass,-0.009494047619047624
mem,motor,-0.000982142857142861
mem,semantic,0.025535714285714273
motor,glass,-0.04036706349206352
motor,mem,-0.009107142857142852
motor,semantic,-0.001696428571428579
semantic,glass,0.02981150793650793
semantic,mem,0.019017857142857142
semantic,motor,0.009107142857142864
glass,mem,0.021170634920634913
glass,motor,-0.0049999999999999975
glass,semantic,0.01767857142857143
mem,glass,0.021259920634920642
mem,motor,0.024910714285714303
mem,semantic,0.012946428571428581
motor,glass,-0.002797619047619042
motor,mem,-0.04919642857142857
motor,semantic,-0.01749999999999998
semantic,glass,-0.008690476190476184
semantic,mem,0.0011607142857142769
semantic,motor,0.010357142857142846
glass,mem,-0.011388888888888884
glass,motor,-6.944444444444935e-05
glass,semantic,-0.013472222222222227
mem,glass,-0.022043650793650775
mem,motor,-0.026607142857142836
mem,semantic,-0.016517857142857147
motor,glass,-0.003561507936507945
motor,mem,-0.024374999999999997
motor,semantic,-0.02499999999999999
semantic,glass,-0.015039682539682533
semantic,mem,-0.007946428571428582
semantic,motor,-0.0032142857142857272
glass,mem,-0.014454365079365093
glass,motor,-0.02169642857142857
glass,semantic,-0.01360119047619046
mem,glass,-0.0036309523809523875
mem,motor,-0.00401785714285713
mem,semantic,-0.009017857142857133
motor,glass,0.00961309523809524
motor,mem,-0.019910714285714285
motor,semantic,-0.008749999999999989
semantic,glass,0.028154761904761898
semantic,mem,0.035892857142857136
semantic,motor,0.032053571428571424
glass,mem,0.002490079365079365
glass,motor,0.009771825396825393
glass,semantic,-0.008898809523809535
mem,glass,-0.0031051587301587475
mem,motor,-0.0025892857142857206
mem,semantic,-0.038839285714285694
motor,glass,0.016865079365079354
motor,mem,0.009464285714285717
motor,semantic,0.025535714285714297
semantic,glass,0.019305555555555548
semantic,mem,0.01794642857142858
semantic,motor,0.013571428571428587
glass,mem,-0.004156746031746032
glass,motor,0.02674603174603174
glass,semantic,0.03972222222222223
mem,glass,-0.02156746031746031
mem,motor,-0.01642857142857141
mem,semantic,-0.035803571428571435
motor,glass,-0.002529761904761909
motor,mem,0.007767857142857131
motor,semantic,-0.017946428571428565
semantic,glass,-0.02581349206349205
semantic,mem,0.03151785714285714
semantic,motor,-0.005446428571428565
glass,mem,0.016200396825396843
glass,motor,-0.0020238095238095215
glass,semantic,0.00356150793650794
mem,glass,0.004444444444444446
mem,motor,-0.011874999999999995
mem,semantic,-0.030624999999999996
motor,glass,0.002559523809523811
motor,mem,-0.009374999999999991
motor,semantic,-0.005803571428571429
semantic,glass,0.0028869047619047494
semantic,mem,0.001964285714285716
semantic,motor,-0.002232142857142861
glass,mem,0.01642857142857141
glass,motor,0.02077380952380951
glass,semantic,0.020069444444444424
mem,glass,0.020724206349206336
mem,motor,0.00866071428571429
mem,semantic,0.022857142857142854
motor,glass,0.011309523809523806
motor,mem,0.02321428571428571
motor,semantic,0.0033035714285714413
semantic,glass,-0.01938492063492064
semantic,mem,0.022232142857142846
semantic,motor,-0.003750000000000008
glass,mem,-0.008382936507936497
glass,motor,-0.003759920634920625
glass,semantic,-0.0121031746031746
mem,glass,-0.020793650793650816
mem,motor,-0.03375000000000004
mem,semantic,-0.014464285714285747
motor,glass,0.0016170634920634802
motor,mem,-0.028124999999999994
motor,semantic,0.0042857142857142755
semantic,glass,0.008799603174603186
semantic,mem,0.012500000000000002
semantic,motor,-0.021428571428571432
glass,mem,0.006855158730158739
glass,motor,0.017103174603174617
glass,semantic,0.03447420634920636
mem,glass,-0.012093253968253975
mem,motor,-0.04892857142857143
mem,semantic,-0.04562500000000001
motor,glass,0.010238095238095244
motor,mem,0.010267857142857143
motor,semantic,0.02169642857142858
semantic,glass,0.00986111111111113
semantic,mem,-0.006607142857142845
semantic,motor,0.018125000000000002
glass,mem,-0.0038789682539682735
glass,motor,-0.026011904761904774
glass,semantic,-0.023749999999999997
mem,glass,0.006041666666666659
mem,motor,0.03482142857142857
mem,semantic,-0.0017857142857142852
motor,glass,-0.01568452380952381
motor,mem,-0.012767857142857145
motor,semantic,-0.03491071428571429
semantic,glass,-0.02240079365079365
semantic,mem,-0.014017857142857148
semantic,motor,-0.003660714285714291
glass,mem,-0.0063293650793650805
glass,motor,-0.007728174603174602
glass,semantic,0.006577380952380952
mem,glass,0.0036904761904762093
mem,motor,0.016696428571428577
mem,semantic,-0.022410714285714273
motor,glass,0.021299603174603176
motor,mem,0.016517857142857143
motor,semantic,0.0058035714285714175
semantic,glass,-0.00017857142857143467
semantic,mem,0.00732142857142858
semantic,motor,-0.015446428571428574
glass,mem,0.01283730158730158
glass,motor,0.007867063492063483
glass,semantic,0.005962301587301576
mem,glass,-0.009007936507936506
mem,motor,-0.003839285714285715
mem,semantic,-0.004732142857142853
motor,glass,-0.024662698412698414
motor,mem,-0.022946428571428562
motor,semantic,-0.010982142857142843
semantic,glass,-0.0008035714285714332
semantic,mem,0.005982142857142871
semantic,motor,-0.018303571428571412
glass,mem,-0.004861111111111121
glass,motor,-0.023323412698412708
glass,semantic,0.01224206349206348
mem,glass,0.019365079365079356
mem,motor,0.009999999999999993
mem,semantic,0.0021428571428571477
motor,glass,-0.0043154761904761725
motor,mem,0.02258928571428573
motor,semantic,0.016428571428571452
semantic,glass,-0.00967261904761905
semantic,mem,0.021607142857142856
semantic,motor,-0.006339285714285711
glass,mem,0.003551587301587298
glass,motor,0.029067460317460322
glass,semantic,0.015416666666666665
mem,glass,0.009712301587301594
mem,motor,0.011607142857142856
mem,semantic,0.01178571428571429
motor,glass,-0.0032837301587301704
motor,mem,0.0003571428571428565
motor,semantic,0.009464285714285706
semantic,glass,-0.002757936507936514
semantic,mem,0.010535714285714278
semantic,motor,-0.012410714285714297
glass,mem,0.009345238095238092
glass,motor,0.0013591269841269616
glass,semantic,-0.021408730158730144
mem,glass,0.0025595238095237863
mem,motor,0.014285714285714263
mem,semantic,0.002589285714285706
motor,glass,0.004325396825396821
motor,mem,-0.0057142857142857125
motor,semantic,-0.017678571428571422
semantic,glass,-0.017886904761904753
semantic,mem,0.010714285714285723
semantic,motor,-0.012321428571428575
glass,mem,0.005059523809523825
glass,motor,0.016498015873015894
glass,semantic,-0.0009126984126983928
mem,glass,-0.0016071428571428278
mem,motor,-0.021160714285714283
mem,semantic,-0.01946428571428571
motor,glass,0.0017261904761904615
motor,mem,-0.021160714285714293
motor,semantic,-0.0012500000000000041
semantic,glass,0.036339285714285734
semantic,mem,0.035982142857142865
semantic,motor,0.0355357142857143
glass,mem,0.0009920634920634805
glass,motor,-0.0031250000000000006
glass,semantic,0.022132936507936508
mem,glass,0.01675595238095238
mem,motor,0.010982142857142848
mem,semantic,0.0033035714285714296
motor,glass,-0.012430555555555556
motor,mem,0.01544642857142857
motor,semantic,-0.022500000000000013
semantic,glass,0.02353174603174606
semantic,mem,0.02616071428571429
semantic,motor,0.021607142857142877
glass,mem,-0.016537698412698407
glass,motor,-0.024831349206349194
glass,semantic,-0.011349206349206341
mem,glass,-0.005575396825396832
mem,motor,-0.0005357142857142872
mem,semantic,0.013303571428571413
motor,glass,0.009394841269841277
motor,mem,-0.012053571428571426
motor,semantic,-0.010089285714285698
semantic,glass,0.01807539682539682
semantic,mem,0.0020535714285714176
semantic,motor,0.010089285714285716
glass,mem,0.006507936507936517
glass,motor,0.031210317460317456
glass,semantic,0.01969246031746031
mem,glass,-0.025525793650793667
mem,motor,-0.007321428571428575
mem,semantic,-0.03446428571428572
motor,glass,-0.003125000000000005
motor,mem,-0.03491071428571428
motor,semantic,-0.018482142857142846
semantic,glass,-0.005793650793650801
semantic,mem,-0.01107142857142858
semantic,motor,-0.0010714285714285773
glass,mem,-0.03413690476190475
glass,motor,-0.014295634920634927
glass,semantic,-0.03322420634920635
mem,glass,-0.00875992063492064
mem,motor,-0.017857142857142867
mem,semantic,-0.012767857142857133
motor,glass,0.02352182539682539
motor,mem,0.01124999999999998
motor,semantic,-8.928571428572824e-05
semantic,glass,0.019404761904761907
semantic,mem,-0.004642857142857151
semantic,motor,-0.011696428571428564
glass,mem,-0.007748015873015871
glass,motor,0.029246031746031742
glass,semantic,0.01779761904761905
mem,glass,-0.0035317460317460378
mem,motor,0.0074107142857142766
mem,semantic,-0.002946428571428573
motor,glass,-0.013263888888888905
motor,mem,-0.006428571428571432
motor,semantic,-0.012321428571428575
semantic,glass,-0.01121031746031746
semantic,mem,-0.0011607142857142966
semantic,motor,0.008660714285714296
glass,mem,0.0006845238095238006
glass,motor,0.0012003968253968098
glass,semantic,0.018432539682539686
mem,glass,-0.0015178571428571392
mem,motor,0.01383928571428572
mem,semantic,0.001964285714285722
motor,glass,-0.016924603174603158
motor,mem,-0.019642857142857136
motor,semantic,0.019642857142857153
semantic,glass,0.007797619047619044
semantic,mem,-0.02223214285714286
semantic,motor,0.017410714285714283
glass,mem,-0.0008432539682539603
glass,motor,-0.021319444444444422
glass,semantic,-0.04031746031746031
mem,glass,-0.024057539682539698
mem,motor,-0.01008928571428572
mem,semantic,0.017142857142857144
motor,glass,-0.002827380952380947
motor,mem,-0.01232142857142857
motor,semantic,0.0067857142857142855
semantic,glass,-0.00895833333333335
semantic,mem,-0.022053571428571454
semantic,motor,0.001696428571428562
glass,mem,0.000674603174603173
glass,motor,0.0022619047619047753
glass,semantic,0.006001984126984129
mem,glass,-0.01336309523809523
mem,motor,0.009910714285714299
mem,semantic,0.007767857142857157
motor,glass,-0.014126984126984118
motor,mem,-0.01669642857142856
motor,semantic,-0.006607142857142863
semantic,glass,-0.00923611111111111
semantic,mem,-0.0065178571428571455
semantic,motor,0.00035714285714284955
glass,mem,-0.010615079365079353
glass,motor,-0.007400793650793653
glass,semantic,0.008581349206349202
mem,glass,-0.026964285714285698
mem,motor,-0.019553571428571424
mem,semantic,-0.04392857142857143
motor,glass,0.026845238095238096
motor,mem,0.010535714285714306
motor,semantic,0.02383928571428573
semantic,glass,0.023194444444444424
semantic,mem,0.031696428571428556
semantic,motor,0.017321428571428574
glass,mem,0.006230158730158726
glass,motor,0.011587301587301577
glass,semantic,0.018343253968253953
mem,glass,-0.03126984126984126
mem,motor,-0.005714285714285705
mem,semantic,-0.008571428571428551
motor,glass,-0.00223214285714285
motor,mem,0.02732142857142856
motor,semantic,-0.008035714285714288
semantic,glass,0.003581349206349212
semantic,mem,0.00267857142857144
semantic,motor,1.3877787807814457e-17
glass,mem,-0.014047619047619059
glass,motor,0.00041666666666666637
glass,semantic,-0.0006944444444444539
mem,glass,-0.022083333333333333
mem,motor,-0.014642857142857138
mem,semantic,-0.017678571428571432
motor,glass,0.008918650793650782
motor,mem,-0.032499999999999994
motor,semantic,-0.012053571428571424
semantic,glass,0.011418650793650778
semantic,mem,-0.004821428571428576
semantic,motor,0.004642857142857129
glass,mem,0.00763888888888892
glass,motor,-0.0007539682539682262
glass,semantic,0.01968253968253971
mem,glass,0.025902777777777795
mem,motor,0.0025892857142857236
mem,semantic,0.016160714285714296
motor,glass,0.0205456349206349
motor,mem,0.007857142857142825
motor,semantic,0.002589285714285703
semantic,glass,-0.003234126984127001
semantic,mem,0.00848214285714285
semantic,motor,-0.008571428571428579
glass,mem,0.011121031746031749
glass,motor,-0.006220238095238091
glass,semantic,0.003958333333333337
mem,glass,0.04152777777777778
mem,motor,0.026607142857142854
mem,semantic,0.04374999999999999
motor,glass,0.0020634920634920637
motor,mem,-0.015714285714285684
motor,semantic,-0.016785714285714275
semantic,glass,-0.002251984126984136
semantic,mem,-0.0033928571428571428
semantic,motor,-0.004821428571428582
glass,mem,-0.029315476190476173
glass,motor,-0.017698412698412685
glass,semantic,0.006656746031746032
mem,glass,-0.02321428571428571
mem,motor,-0.019732142857142854
mem,semantic,-0.025357142857142856
motor,glass,-0.01794642857142855
motor,mem,-0.018839285714285708
motor,semantic,-0.015624999999999991
semantic,glass,-0.03440476190476192
semantic,mem,0.0016964285714285798
semantic,motor,-0.019642857142857146
glass,mem,-0.006488095238095247
glass,motor,-0.017609126984126987
glass,semantic,-0.014216269841269847
mem,glass,0.031527777777777766
mem,motor,0.0466964285714286
mem,semantic,0.035446428571428545
motor,glass,-0.01947420634920636
motor,mem,-0.03723214285714287
motor,semantic,-0.007321428571428571
semantic,glass,-0.02263888888888888
semantic,mem,0.0064285714285714415
semantic,motor,0.012499999999999995
glass,mem,0.00839285714285715
glass,motor,-0.006884920634920623
glass,semantic,-0.0007936507936507819
mem,glass,-0.026240079365079366
mem,motor,-0.008839285714285711
mem,semantic,-0.030982142857142868
motor,glass,0.005664682539682523
motor,mem,0.00017857142857141784
motor,semantic,0.0011607142857142708
semantic,glass,0.0302281746031746
semantic,mem,0.03758928571428571
semantic,motor,0.03607142857142857
glass,mem,-0.014037698412698403
glass,motor,-0.010724206349206332
glass,semantic,-0.037539682539682526
mem,glass,0.02986111111111111
mem,motor,0.008839285714285714
mem,semantic,0.016339285714285716
motor,glass,0.008839285714285706
motor,mem,-0.005803571428571434
motor,semantic,-0.02214285714285713
semantic,glass,0.011428571428571425
semantic,mem,0.0032142857142857073
semantic,motor,-0.005982142857142865
glass,mem,0.01066468253968253
glass,motor,0.01894841269841269
glass,semantic,0.004166666666666658
mem,glass,-0.0026884920634920833
mem,motor,-0.011428571428571446
mem,semantic,-0.02258928571428575
motor,glass,0.051240079365079357
motor,mem,0.019821428571428563
motor,semantic,0.02642857142857143
semantic,glass,-0.02216269841269843
semantic,mem,-0.0056250000000000145
semantic,motor,0.006160714285714274
glass,mem,0.001101190476190466
glass,motor,0.027251984126984128
glass,semantic,-0.012956349206349197
mem,glass,-0.036289682539682525
mem,motor,-0.02214285714285713
mem,semantic,-0.032053571428571424
motor,glass,0.00325396825396826
motor,mem,-0.0030357142857142952
motor,semantic,0.015803571428571424
semantic,glass,0.016309523809523805
semantic,mem,0.015446428571428578
semantic,motor,0.02276785714285714
glass,mem,0.019494047619047602
glass,motor,0.00996031746031745
glass,semantic,0.013253968253968252
mem,glass,0.009275793650793658
mem,motor,0.01598214285714287
mem,semantic,-0.01517857142857144
motor,glass,0.030456349206349202
motor,mem,0.027589285714285688
motor,semantic,0.014642857142857148
semantic,glass,0.008849206349206344
semantic,mem,0.027142857142857153
semantic,motor,-0.004821428571428573
glass,mem,-0.00032738095238095497
glass,motor,-0.013482142857142871
glass,semantic,-0.02764880952380951
mem,glass,0.0077182539682539636
mem,motor,0.011250000000000007
mem,semantic,0.012589285714285707
motor,glass,0.006984126984126976
motor,mem,0.009910714285714285
motor,semantic,0.011339285714285736
semantic,glass,0.021597222222222236
semantic,mem,0.018928571428571437
semantic,motor,0.005446428571428583
glass,mem,-0.027271825396825402
glass,motor,-0.02606150793650794
glass,semantic,-0.03152777777777776
mem,glass,0.004980158730158733
mem,motor,0.0027678571428571583
mem,semantic,0.01633928571428572
motor,glass,-0.013363095238095233
motor,mem,-0.008571428571428575
motor,semantic,0.0008928571428571416
semantic,glass,-0.012817460317460323
semantic,mem,-0.016339285714285723
semantic,motor,-0.011071428571428569
glass,mem,-0.02264880952380952
glass,motor,-0.034156746031746045
glass,semantic,-0.027172619047619036
mem,glass,-0.018472222222222206
mem,motor,-0.0006250000000000075
mem,semantic,-0.01321428571428569
motor,glass,0.04018849206349207
motor,mem,0.019999999999999997
motor,semantic,0.009196428571428574
semantic,glass,0.017767857142857158
semantic,mem,0.009285714285714298
semantic,motor,0.03455357142857143
glass,mem,-0.011706349206349198
glass,motor,0.02676587301587301
glass,semantic,0.005009920634920654
mem,glass,0.02241071428571429
mem,motor,0.01348214285714286
mem,semantic,0.028660714285714286
motor,glass,0.012619047619047622
motor,mem,0.026517857142857145
motor,semantic,-0.004017857142857136
semantic,glass,0.00751984126984128
semantic,mem,0.01419642857142858
semantic,motor,-0.011250000000000013
glass,mem,-0.007490079365079367
glass,motor,-0.009464285714285708
glass,semantic,-0.0066765873015873
mem,glass,0.016924603174603176
mem,motor,0.0010714285714285734
mem,semantic,0.031875
motor,glass,0.005188492063492068
motor,mem,-0.0017857142857142813
motor,semantic,-0.009821428571428564
semantic,glass,-0.026378968253968276
semantic,mem,-0.004017857142857134
semantic,motor,-0.009375000000000007
glass,mem,-0.002172619047619049
glass,motor,0.032232142857142855
glass,semantic,0.015753968253968232
mem,glass,-0.02130952380952381
mem,motor,-0.015535714285714288
mem,semantic,-0.011428571428571416
motor,glass,-0.009613095238095238
motor,mem,-0.010535714285714268
motor,semantic,-0.014285714285714271
semantic,glass,-0.0009027777777777622
semantic,mem,-0.005535714285714269
semantic,motor,-0.004285714285714275
glass,mem,0.01355158730158731
glass,motor,0.0001388888888888769
glass,semantic,0.01851190476190475
mem,glass,0.016150793650793645
mem,motor,-0.012321428571428556
mem,semantic,0.01223214285714284
motor,glass,0.003273809523809525
motor,mem,0.016428571428571424
motor,semantic,-0.00044642857142856784
semantic,glass,0.01598214285714288
semantic,mem,0.00901785714285715
semantic,motor,-0.030089285714285714
glass,mem,-0.010089285714285719
glass,motor,0.005555555555555559
glass,semantic,0.0011805555555555567
mem,glass,0.01260912698412696
mem,motor,0.02089285714285711
mem,semantic,0.010982142857142827
motor,glass,-0.0020833333333333238
motor,mem,-0.010535714285714275
motor,semantic,-0.005803571428571416
semantic,glass,-0.013363095238095247
semantic,mem,-0.01125000000000001
semantic,motor,-0.01339285714285714
glass,mem,-0.0066468253968254
glass,motor,-0.024285714285714268
glass,semantic,-0.0010515873015873045
mem,glass,-0.002946428571428555
mem,motor,0.0030357142857143013
mem,semantic,0.006339285714285729
motor,glass,-0.015337301587301594
motor,mem,-0.006607142857142868
motor,semantic,0.004999999999999992
semantic,glass,-0.0012400793650793498
semantic,mem,-0.00616071428571427
semantic,motor,0.008035714285714299
glass,mem,0.010079365079365068
glass,motor,0.005664682539682546
glass,semantic,-0.0033630952380952314
mem,glass,0.03393849206349203
mem,motor,0.02258928571428571
mem,semantic,0.029017857142857133
motor,glass,-0.03350198412698411
motor,mem,-0.0023214285714285637
motor,semantic,-0.0069642857142857015
semantic,glass,-0.00983134920634921
semantic,mem,0.008125000000000009
semantic,motor,-0.023124999999999986
glass,mem,-0.009394841269841256
glass,motor,-0.008521825396825392
glass,semantic,-0.0030654761904761927
mem,glass,-0.00021825396825396966
mem,motor,0.012142857142857153
mem,semantic,0.008303571428571448
motor,glass,0.012103174603174607
motor,mem,0.014017857142857148
motor,semantic,0.007589285714285716
semantic,glass,-0.0077876984126984084
semantic,mem,-0.0041071428571428465
semantic,motor,0.01482142857142858
glass,mem,-0.015833333333333328
glass,motor,0.006815476190476204
glass,semantic,-0.0009226190476190352
mem,glass,-0.01621031746031747
mem,motor,0.035178571428571434
mem,semantic,-0.026339285714285714
motor,glass,-0.011855158730158752
motor,mem,-0.00017857142857145053
motor,semantic,0.01598214285714285
semantic,glass,-0.034335317460317476
semantic,mem,-0.03848214285714287
semantic,motor,-0.04098214285714285
glass,mem,-0.01587301587301587
glass,motor,0.0008134920634920657
glass,semantic,0.01961309523809524
mem,glass,0.06705357142857143
mem,motor,0.03169642857142857
mem,semantic,0.05241071428571431
motor,glass,-0.043799603174603165
motor,mem,-0.03964285714285714
motor,semantic,-0.04071428571428571
semantic,glass,0.024047619047619036
semantic,mem,0.008928571428571428
semantic,motor,0.029553571428571422
glass,mem,-0.006547619047619039
glass,motor,-0.0019345238095238115
glass,semantic,-0.0038591269841269766
mem,glass,0.01590277777777778
mem,motor,0.013660714285714281
mem,semantic,-0.004821428571428568
motor,glass,0.03700396825396824
motor,mem,0.02857142857142858
motor,semantic,0.026785714285714267
semantic,glass,0.017162698412698404
semantic,mem,0.02491071428571427
semantic,motor,-0.0018750000000000047
glass,mem,-0.009246031746031754
glass,motor,-0.006944444444444443
glass,semantic,-0.003065476190476184
mem,glass,0.02422619047619048
mem,motor,0.02401785714285714
mem,semantic,0.02107142857142858
motor,glass,-0.012787698412698426
motor,mem,-0.004642857142857156
motor,semantic,-0.032678571428571425
semantic,glass,0.009047619047619054
semantic,mem,0.015178571428571432
semantic,motor,0.008303571428571426
glass,mem,-0.0013293650793650622
glass,motor,-0.01427579365079364
glass,semantic,-0.005704365079365064
mem,glass,0.008660714285714287
mem,motor,-0.0033928571428571567
mem,semantic,-0.024553571428571428
motor,glass,0.03739087301587303
motor,mem,0.03732142857142857
motor,semantic,0.009017857142857142
semantic,glass,0.028888888888888888
semantic,mem,0.02303571428571429
semantic,motor,0.019732142857142858
glass,mem,-0.013690476190476182
