train_task,test_task,acc
mixed,motor,0.71
mixed,mem,0.7249999999999999
motor,mixed,0.595
motor,mem,0.8149999999999998
mem,mixed,0.685
mem,motor,0.6549999999999999
mixed,motor,0.495
mixed,mem,0.58
motor,mixed,0.605
motor,mem,0.705
mem,mixed,0.505
mem,motor,0.475
mixed,motor,0.5599999999999999
mixed,mem,0.57
motor,mixed,0.705
motor,mem,0.875
mem,mixed,0.545
mem,motor,0.6099999999999999
mixed,motor,0.8
mixed,mem,0.785
motor,mixed,0.8249999999999998
motor,mem,0.845
mem,mixed,0.72
mem,motor,0.725
mixed,motor,0.6
mixed,mem,0.6599999999999999
motor,mixed,0.68
motor,mem,0.8300000000000001
mem,mixed,0.645
mem,motor,0.7150000000000001
mixed,motor,0.7999999999999999
mixed,mem,0.8099999999999999
motor,mixed,0.9450000000000001
motor,mem,0.9649999999999999
mem,mixed,0.735
mem,motor,0.7649999999999999
mixed,motor,0.8400000000000001
mixed,mem,0.8200000000000001
motor,mixed,0.675
motor,mem,0.8800000000000001
mem,mixed,0.795
mem,motor,0.8700000000000001
mixed,motor,0.9400000000000001
mixed,mem,0.9700000000000001
motor,mixed,0.735
motor,mem,0.76
mem,mixed,0.675
mem,motor,0.675
mixed,motor,0.73
mixed,mem,0.95
motor,mixed,0.7100000000000001
motor,mem,0.775
mem,mixed,0.625
mem,motor,0.5799999999999998
mixed,motor,0.625
mixed,mem,0.6050000000000001
motor,mixed,0.7849999999999999
motor,mem,0.755
mem,mixed,0.6099999999999999
mem,motor,0.66
mixed,motor,0.915
mixed,mem,0.8550000000000001
motor,mixed,0.6199999999999999
motor,mem,0.8149999999999998
mem,mixed,0.865
mem,motor,0.8400000000000001
mixed,motor,0.7749999999999999
mixed,mem,0.8949999999999999
motor,mixed,0.875
motor,mem,0.9850000000000001
mem,mixed,0.52
mem,motor,0.5
mixed,motor,0.86
mixed,mem,0.8349999999999997
motor,mixed,0.625
motor,mem,0.7499999999999999
mem,mixed,0.7950000000000002
mem,motor,0.8100000000000002
mixed,motor,0.8099999999999999
mixed,mem,0.9000000000000001
motor,mixed,0.7500000000000001
motor,mem,0.915
mem,mixed,0.67
mem,motor,0.695
mixed,motor,0.5999999999999999
mixed,mem,0.5999999999999999
motor,mixed,0.5
motor,mem,0.635
mem,mixed,0.725
mem,motor,0.7449999999999999
mixed,motor,0.485
mixed,mem,0.7300000000000002
motor,mixed,0.54
motor,mem,0.6299999999999999
mem,mixed,0.675
mem,motor,0.7599999999999999
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.725
motor,mem,0.73
mem,mixed,0.635
mem,motor,0.64
mixed,motor,0.7999999999999999
mixed,mem,0.8099999999999999
motor,mixed,0.8800000000000001
motor,mem,0.875
mem,mixed,0.8549999999999999
mem,motor,0.85
mixed,motor,0.5800000000000001
mixed,mem,0.65
motor,mixed,0.905
motor,mem,0.885
mem,mixed,0.805
mem,motor,0.6900000000000001
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.7350000000000001
motor,mem,0.825
mem,mixed,0.665
mem,motor,0.645
mixed,motor,0.6799999999999999
mixed,mem,0.6799999999999999
motor,mixed,0.625
motor,mem,0.75
mem,mixed,0.9149999999999998
mem,motor,0.89
