task,diff_sub,same_sub
mem,0.4921238111413043,0.4921238111413043
motor,0.5261351652373754,0.5261351652373754
semantic,0.5153794642857144,0.5153794642857144
glass,0.5035392221936736,0.5035392221936736
mem,0.4999312564699793,0.4999312564699793
motor,0.48705972721822544,0.48705972721822544
semantic,0.4976283482142857,0.4976283482142857
glass,0.47939148681055155,0.47939148681055155
mem,0.4895206554089027,0.4895206554089027
motor,0.46312588516143605,0.46312588516143605
semantic,0.4927734375,0.4927734375
glass,0.4829780818202581,0.4829780818202581
mem,0.4956972615812629,0.4956972615812629
motor,0.49727394714663053,0.49727394714663053
semantic,0.46478794642857146,0.46478794642857146
glass,0.5190926722907389,0.5190926722907389
mem,0.5348911830357144,0.5348911830357144
motor,0.5016472419890174,0.5016472419890174
semantic,0.5133091517857142,0.5133091517857142
glass,0.5059007258478931,0.5059007258478931
mem,0.4794238483436853,0.4794238483436853
motor,0.49688220890678764,0.49688220890678764
semantic,0.47811383928571427,0.47811383928571427
glass,0.49168245760534435,0.49168245760534435
mem,0.5200613839285715,0.5200613839285715
motor,0.49552216922114484,0.49552216922114484
semantic,0.49954241071428573,0.49954241071428573
glass,0.5084928485782803,0.5084928485782803
mem,0.5080688729296066,0.5080688729296066
motor,0.5006329990355542,0.5006329990355542
semantic,0.4931696428571428,0.4931696428571428
glass,0.5192464778177458,0.5192464778177458
mem,0.49517076701604557,0.49517076701604557
motor,0.5199743194574775,0.5199743194574775
semantic,0.5039508928571428,0.5039508928571428
glass,0.49020372987324423,0.49020372987324423
mem,0.5025435106107661,0.5025435106107661
motor,0.48347333003162685,0.48347333003162685
semantic,0.5315122767857143,0.5315122767857143
glass,0.4846171277263903,0.4846171277263903
mem,0.5258042993012423,0.5258042993012423
motor,0.47052214206895354,0.47052214206895354
semantic,0.5125279017857143,0.5125279017857143
glass,0.4957603560009135,0.4957603560009135
mem,0.5234587296195652,0.5234587296195652
motor,0.5069664920237723,0.5069664920237723
semantic,0.5222991071428571,0.5222991071428571
glass,0.4981446093125499,0.4981446093125499
mem,0.5102306547619048,0.5102306547619048
motor,0.4784773132580892,0.4784773132580892
semantic,0.5226618303571429,0.5226618303571429
glass,0.5039106215027978,0.5039106215027978
mem,0.5204247137034161,0.5204247137034161
motor,0.4931087602743892,0.4931087602743892
semantic,0.49698660714285714,0.49698660714285714
glass,0.490375645911842,0.490375645911842
mem,0.48616394927536233,0.48616394927536233
motor,0.4957962977444132,0.4957962977444132
semantic,0.4851060267857143,0.4851060267857143
glass,0.5210192560237524,0.5210192560237524
mem,0.46850090579710146,0.46850090579710146
motor,0.4990819572602787,0.4990819572602787
semantic,0.5159207589285715,0.5159207589285715
glass,0.5241914504110997,0.5241914504110997
mem,0.5143063373447205,0.5143063373447205
motor,0.504427246246481,0.504427246246481
semantic,0.48210379464285713,0.48210379464285713
glass,0.4991245396539911,0.4991245396539911
mem,0.5109077785326087,0.5109077785326087
motor,0.4840481690734369,0.4840481690734369
semantic,0.508515625,0.508515625
glass,0.5101236867648737,0.5101236867648737
mem,0.509852767533644,0.509852767533644
motor,0.5095798632832864,0.5095798632832864
semantic,0.4857756696428571,0.4857756696428571
glass,0.5061028855487039,0.5061028855487039
mem,0.5248338024068323,0.5248338024068323
motor,0.49304888969259375,0.49304888969259375
semantic,0.4550167410714286,0.4550167410714286
glass,0.5016106757451182,0.5016106757451182
mem,0.5338644781961698,0.5338644781961698
motor,0.4776113348451673,0.4776113348451673
semantic,0.51265625,0.51265625
glass,0.47753850491035743,0.47753850491035743
mem,0.5000606560559006,0.5000606560559006
motor,0.5142760384084037,0.5142760384084037
semantic,0.5118191964285714,0.5118191964285714
glass,0.5083460017700127,0.5083460017700127
mem,0.4946998738354037,0.4946998738354037
motor,0.5047579056320162,0.5047579056320162
semantic,0.5176450892857143,0.5176450892857143
glass,0.49870996060294626,0.49870996060294626
mem,0.538368190346791,0.538368190346791
motor,0.5075162152886387,0.5075162152886387
semantic,0.5203125,0.5203125
glass,0.4923773481215028,0.4923773481215028
mem,0.49446473052536233,0.49446473052536233
motor,0.493979408864213,0.493979408864213
semantic,0.5107645089285714,0.5107645089285714
glass,0.4959228153191732,0.4959228153191732
mem,0.5007131130305382,0.5007131130305382
motor,0.5012781079484239,0.5012781079484239
semantic,0.5187946428571428,0.5187946428571428
glass,0.49365873372730384,0.49365873372730384
mem,0.5001172683747412,0.5001172683747412
motor,0.5055359516734439,0.5055359516734439
semantic,0.4954185267857143,0.4954185267857143
glass,0.49431642186251,0.49431642186251
mem,0.5033716679606626,0.5033716679606626
motor,0.4960372598660202,0.4960372598660202
semantic,0.4973939732142857,0.4973939732142857
glass,0.5334940975790796,0.5334940975790796
mem,0.4943933585662526,0.4943933585662526
motor,0.50051613600424,0.50051613600424
semantic,0.4969252232142857,0.4969252232142857
glass,0.4922771604145255,0.4922771604145255
mem,0.5201735976319876,0.5201735976319876
motor,0.4948619229616307,0.4948619229616307
semantic,0.48736049107142854,0.48736049107142854
glass,0.48776835674317687,0.48776835674317687
mem,0.4869454014622153,0.4869454014622153
motor,0.47024167350901885,0.47024167350901885
semantic,0.47671875,0.47671875
glass,0.5153738616249857,0.5153738616249857
mem,0.5515002264492754,0.5515002264492754
motor,0.49856759972456816,0.49856759972456816
semantic,0.47970982142857144,0.47970982142857144
glass,0.48348258892885687,0.48348258892885687
mem,0.4848222373188406,0.4848222373188406
motor,0.501780314878532,0.501780314878532
semantic,0.4959542410714286,0.4959542410714286
glass,0.4852871274409044,0.4852871274409044
mem,0.5186832783385094,0.5186832783385094
motor,0.5061043827981093,0.5061043827981093
semantic,0.5062444196428572,0.5062444196428572
glass,0.4827253375870732,0.4827253375870732
mem,0.48820401462215324,0.48820401462215324
motor,0.5033456387064261,0.5033456387064261
semantic,0.49637834821428567,0.49637834821428567
glass,0.4860331377754939,0.4860331377754939
mem,0.4979039288949275,0.4979039288949275
motor,0.5346406163112988,0.5346406163112988
semantic,0.5181752232142858,0.5181752232142858
glass,0.4941586016900765,0.4941586016900765
mem,0.5396140657349897,0.5396140657349897
motor,0.5036158708902443,0.5036158708902443
semantic,0.4733816964285714,0.4733816964285714
glass,0.5181151507365536,0.5181151507365536
mem,0.4781318743530021,0.4781318743530021
motor,0.5125491454662356,0.5125491454662356
semantic,0.47926897321428574,0.47926897321428574
glass,0.4887883443245404,0.4887883443245404
mem,0.5123230865036232,0.5123230865036232
motor,0.49002793688961876,0.49002793688961876
semantic,0.47122767857142855,0.47122767857142855
glass,0.4988197834589472,0.4988197834589472
mem,0.5062742624223603,0.5062742624223603
motor,0.510080481810204,0.510080481810204
semantic,0.5096149553571429,0.5096149553571429
glass,0.49101022753225987,0.49101022753225987
mem,0.5168130499482402,0.5168130499482402
motor,0.49329271637038197,0.49329271637038197
semantic,0.5014229910714285,0.5014229910714285
glass,0.4965979894655704,0.4965979894655704
mem,0.4996583042184265,0.4996583042184265
motor,0.49155980921784315,0.49155980921784315
semantic,0.5038337053571429,0.5038337053571429
glass,0.4697014709660843,0.4697014709660843
mem,0.49424717747153213,0.49424717747153213
motor,0.48407822654919547,0.48407822654919547
semantic,0.4967745535714285,0.4967745535714285
glass,0.51778470081078,0.51778470081078
mem,0.509757335339027,0.509757335339027
motor,0.4727499929404303,0.4727499929404303
semantic,0.49400111607142855,0.49400111607142855
glass,0.49889588329336526,0.49889588329336526
mem,0.49665037040631466,0.49665037040631466
motor,0.506431037235429,0.506431037235429
semantic,0.5133482142857142,0.5133482142857142
glass,0.49892122016672374,0.49892122016672374
mem,0.5003208705357143,0.5003208705357143
motor,0.48519123559847777,0.48519123559847777
semantic,0.5011104910714286,0.5011104910714286
glass,0.48661749172090896,0.48661749172090896
mem,0.4967122395833333,0.4967122395833333
motor,0.5226662555824906,0.5226662555824906
semantic,0.5123939732142857,0.5123939732142857
glass,0.49478105015987206,0.49478105015987206
mem,0.4948312952898551,0.4948312952898551
motor,0.49240906188093003,0.49240906188093003
semantic,0.5007533482142857,0.5007533482142857
glass,0.4915983284800731,0.4915983284800731
mem,0.4913209271480331,0.4913209271480331
motor,0.4745889565521496,0.4745889565521496
semantic,0.523203125,0.523203125
glass,0.484978356600434,0.484978356600434
mem,0.4925021027432712,0.4925021027432712
motor,0.4898857951682133,0.4898857951682133
semantic,0.4921372767857143,0.4921372767857143
glass,0.4950549381923033,0.4950549381923033
mem,0.4949279406055901,0.4949279406055901
motor,0.4883830028368609,0.4883830028368609
semantic,0.5067131696428572,0.5067131696428572
glass,0.48756789211487955,0.48756789211487955
mem,0.5032285196687372,0.5032285196687372
motor,0.5125440137020818,0.5125440137020818
semantic,0.4889676339285714,0.4889676339285714
glass,0.5008362060351719,0.5008362060351719
mem,0.49660831554089024,0.49660831554089024
motor,0.5307640436563792,0.5307640436563792
semantic,0.5052622767857143,0.5052622767857143
glass,0.4971240864451296,0.4971240864451296
mem,0.48653010966614907,0.48653010966614907
motor,0.48165971299047716,0.48165971299047716
semantic,0.4903459821428572,0.4903459821428572
glass,0.4942446043165467,0.4942446043165467
mem,0.49161248059006213,0.49161248059006213
motor,0.4999553753736141,0.4999553753736141
semantic,0.4987220982142857,0.4987220982142857
glass,0.49582093253968257,0.49582093253968257
mem,0.5131890527950311,0.5131890527950311
motor,0.5140909554964723,0.5140909554964723
semantic,0.5098995535714286,0.5098995535714286
glass,0.488755870303757,0.488755870303757
mem,0.4933988014363354,0.4933988014363354
motor,0.5106188826113023,0.5106188826113023
semantic,0.5005691964285715,0.5005691964285715
glass,0.5062281424860111,0.5062281424860111
mem,0.4725846758540373,0.4725846758540373
motor,0.4946686129357383,0.4946686129357383
semantic,0.5242243303571429,0.5242243303571429
glass,0.527233035000571,0.527233035000571
mem,0.492963493141822,0.492963493141822
motor,0.49526615120946726,0.49526615120946726
semantic,0.4898046875,0.4898046875
glass,0.48639329607742376,0.48639329607742376
mem,0.495312904373706,0.495312904373706
motor,0.4877566017837903,0.4877566017837903
semantic,0.48861607142857144,0.48861607142857144
glass,0.497984647995889,0.497984647995889
mem,0.4935306272644927,0.4935306272644927
motor,0.470715139844646,0.470715139844646
semantic,0.5062834821428572,0.5062834821428572
glass,0.5247897217939934,0.5247897217939934
mem,0.47982943517080745,0.47982943517080745
motor,0.5238163137967886,0.5238163137967886
semantic,0.5042689732142858,0.5042689732142858
glass,0.4888502590784516,0.4888502590784516
mem,0.5044630725931677,0.5044630725931677
motor,0.5083396869460953,0.5083396869460953
semantic,0.5009040178571429,0.5009040178571429
glass,0.5023580242948498,0.5023580242948498
mem,0.502244476255176,0.502244476255176
motor,0.5607575217000312,0.5607575217000312
semantic,0.4838169642857143,0.4838169642857143
glass,0.48301635477332416,0.48301635477332416
mem,0.4909757941899586,0.4909757941899586
motor,0.47123999170229036,0.47123999170229036
semantic,0.5064397321428571,0.5064397321428571
glass,0.4844035485896997,0.4844035485896997
mem,0.5174450860507247,0.5174450860507247
motor,0.5349222524154589,0.5349222524154589
semantic,0.5124665178571428,0.5124665178571428
glass,0.4847579079593468,0.4847579079593468
mem,0.5348808715062112,0.5348808715062112
motor,0.45217916699249294,0.45217916699249294
semantic,0.5208984375000001,0.5208984375000001
glass,0.5228498451239009,0.5228498451239009
mem,0.5184814958592132,0.5184814958592132
motor,0.5007821867505995,0.5007821867505995
semantic,0.49271205357142855,0.49271205357142855
glass,0.4859704200924974,0.4859704200924974
mem,0.4710341048783644,0.4710341048783644
motor,0.4918228460709693,0.4918228460709693
semantic,0.4666908482142857,0.4666908482142857
glass,0.5201573562578509,0.5201573562578509
mem,0.5344029017857143,0.5344029017857143
motor,0.49890663556111636,0.49890663556111636
semantic,0.48948660714285713,0.48948660714285713
glass,0.491717608056412,0.491717608056412
mem,0.48950630014233953,0.48950630014233953
motor,0.5117622070821604,0.5117622070821604
semantic,0.47604352678571427,0.47604352678571427
glass,0.4763517757222793,0.4763517757222793
mem,0.5221513894280538,0.5221513894280538
motor,0.5017279654537239,0.5017279654537239
semantic,0.5022656249999999,0.5022656249999999
glass,0.5198740115050816,0.5198740115050816
mem,0.446285423136646,0.446285423136646
motor,0.486841776578737,0.486841776578737
semantic,0.4895591517857143,0.4895591517857143
glass,0.5016014866678087,0.5016014866678087
mem,0.5103523712474121,0.5103523712474121
motor,0.5092548515535398,0.5092548515535398
semantic,0.5145535714285714,0.5145535714285714
glass,0.5008348678200297,0.5008348678200297
mem,0.5082647919901656,0.5082647919901656
motor,0.5099723482083898,0.5099723482083898
semantic,0.5095424107142857,0.5095424107142857
glass,0.5036136269555784,0.5036136269555784
mem,0.480367656573499,0.480367656573499
motor,0.4962367334393355,0.4962367334393355
semantic,0.4936439732142857,0.4936439732142857
glass,0.510568866335503,0.510568866335503
mem,0.5450720998317805,0.5450720998317805
motor,0.5002246029263546,0.5002246029263546
semantic,0.48770647321428573,0.48770647321428573
glass,0.5093975712287313,0.5093975712287313
mem,0.5105230169513457,0.5105230169513457
motor,0.479087558757342,0.479087558757342
semantic,0.5079966517857143,0.5079966517857143
glass,0.4986204786171063,0.4986204786171063
mem,0.4809068889104555,0.4809068889104555
motor,0.4805688058249053,0.4805688058249053
semantic,0.4780189732142857,0.4780189732142857
glass,0.5156544407331278,0.5156544407331278
mem,0.4583339398938924,0.4583339398938924
motor,0.5129286244917111,0.5129286244917111
semantic,0.5204352678571429,0.5204352678571429
glass,0.5151410121902478,0.5151410121902478
mem,0.4676015786749482,0.4676015786749482
motor,0.4777397239816842,0.4777397239816842
semantic,0.5000725446428571,0.5000725446428571
glass,0.4794855187278748,0.4794855187278748
mem,0.5067305981495859,0.5067305981495859
motor,0.4727993556241963,0.4727993556241963
semantic,0.5123102678571428,0.5123102678571428
glass,0.48708363666209886,0.48708363666209886
mem,0.5013718377976191,0.5013718377976191
motor,0.5300667075035623,0.5300667075035623
semantic,0.5064174107142858,0.5064174107142858
glass,0.4849068066974992,0.4849068066974992
mem,0.4836726028726708,0.4836726028726708
motor,0.47633652588798525,0.47633652588798525
semantic,0.4788671875,0.4788671875
glass,0.5198329729073884,0.5198329729073884
mem,0.4933130742106625,0.4933130742106625
motor,0.49054081463090393,0.49054081463090393
semantic,0.4773325892857143,0.4773325892857143
glass,0.5136928849777321,0.5136928849777321
mem,0.4914739825957557,0.4914739825957557
motor,0.5098373882415806,0.5098373882415806
semantic,0.5205915178571429,0.5205915178571429
glass,0.4872839228617106,0.4872839228617106
mem,0.4852814036620083,0.4852814036620083
motor,0.5110194045850276,0.5110194045850276
semantic,0.48794084821428574,0.48794084821428574
glass,0.5075461951867077,0.5075461951867077
mem,0.5051211907996894,0.5051211907996894
motor,0.5131027514944566,0.5131027514944566
semantic,0.45081473214285717,0.45081473214285717
glass,0.4841615100776522,0.4841615100776522
mem,0.5052085355201863,0.5052085355201863
motor,0.5028978311915685,0.5028978311915685
semantic,0.5104296875000001,0.5104296875000001
glass,0.5146548832362681,0.5146548832362681
mem,0.4396377215967909,0.4396377215967909
motor,0.4713767844420116,0.4713767844420116
semantic,0.4913560267857143,0.4913560267857143
glass,0.49763385719995434,0.49763385719995434
mem,0.5022895639233954,0.5022895639233954
motor,0.4957390066207903,0.4957390066207903
semantic,0.4846484375,0.4846484375
glass,0.49293413483498916,0.49293413483498916
mem,0.48764779858954455,0.48764779858954455
motor,0.5173857924529941,0.5173857924529941
semantic,0.5227845982142857,0.5227845982142857
glass,0.4679245889003083,0.4679245889003083
mem,0.5037319649327122,0.5037319649327122
motor,0.5290377073341327,0.5290377073341327
semantic,0.4937165178571428,0.4937165178571428
glass,0.505269088300788,0.505269088300788
mem,0.50957435623706,0.50957435623706
motor,0.4971224922236124,0.4971224922236124
semantic,0.5071875,0.5071875
glass,0.5167599848692475,0.5167599848692475
mem,0.48258301792184266,0.48258301792184266
motor,0.46943386866593684,0.46943386866593684
semantic,0.5098325892857143,0.5098325892857143
glass,0.5157136790567546,0.5157136790567546
mem,0.4762422360248447,0.4762422360248447
motor,0.5263898527916797,0.5263898527916797
semantic,0.5028459821428571,0.5028459821428571
glass,0.49063392143428114,0.49063392143428114
mem,0.5287901947463769,0.5287901947463769
motor,0.4941588848486428,0.4941588848486428
semantic,0.4972600446428571,0.4972600446428571
glass,0.49781228588557724,0.49781228588557724
mem,0.49883762778209106,0.49883762778209106
motor,0.5208428773285718,0.5208428773285718
semantic,0.5179241071428571,0.5179241071428571
glass,0.5176060044821287,0.5176060044821287
mem,0.5206143649715321,0.5206143649715321
motor,0.4970783834888611,0.4970783834888611
semantic,0.5048828125,0.5048828125
glass,0.5005732913669065,0.5005732913669065
mem,0.49667847437888196,0.49667847437888196
motor,0.5007690043617281,0.5007690043617281
semantic,0.5042466517857143,0.5042466517857143
glass,0.5101531274980016,0.5101531274980016
mem,0.4922679703674948,0.4922679703674948
motor,0.47517314952385914,0.47517314952385914
semantic,0.5115234375,0.5115234375
glass,0.4878520397967341,0.4878520397967341
mem,0.5036324890010352,0.5036324890010352
motor,0.5196368991763111,0.5196368991763111
semantic,0.5339285714285714,0.5339285714285714
glass,0.49200969581477677,0.49200969581477677
mem,0.5033429574275362,0.5033429574275362
motor,0.5017644444227227,0.5017644444227227
semantic,0.5097488839285714,0.5097488839285714
glass,0.504136244575768,0.504136244575768
mem,0.5160778985507246,0.5160778985507246
motor,0.5119849500834115,0.5119849500834115
semantic,0.5018526785714286,0.5018526785714286
glass,0.5098365057953638,0.5098365057953638
mem,0.5092300320263976,0.5092300320263976
motor,0.4755912389653495,0.4755912389653495
semantic,0.5151618303571428,0.5151618303571428
glass,0.5129130624072171,0.5129130624072171
mem,0.48389844558747414,0.48389844558747414
motor,0.5060108978034964,0.5060108978034964
semantic,0.5006138392857143,0.5006138392857143
glass,0.5016030925259792,0.5016030925259792
mem,0.5131413366977227,0.5131413366977227
motor,0.4635267872658395,0.4635267872658395
semantic,0.4979017857142857,0.4979017857142857
glass,0.5097027734954893,0.5097027734954893
mem,0.4868459255305383,0.4868459255305383
motor,0.481023998735794,0.481023998735794
semantic,0.49552455357142855,0.49552455357142855
glass,0.5214683610254653,0.5214683610254653
mem,0.4981014654503106,0.4981014654503106
motor,0.52473772340823,0.52473772340823
semantic,0.5112723214285714,0.5112723214285714
glass,0.5368141201324654,0.5368141201324654
mem,0.5175546713250518,0.5175546713250518
motor,0.4702537833863344,0.4702537833863344
semantic,0.5080301339285714,0.5080301339285714
glass,0.4814641144227475,0.4814641144227475
mem,0.4739933116589027,0.4739933116589027
motor,0.4926448515100963,0.4926448515100963
semantic,0.5221428571428571,0.5221428571428571
glass,0.5056198790967226,0.5056198790967226
mem,0.5128057065217391,0.5128057065217391
motor,0.4890355514501442,0.4890355514501442
semantic,0.5206863839285714,0.5206863839285714
glass,0.5046621631266416,0.5046621631266416
mem,0.5210181321169772,0.5210181321169772
motor,0.509302938084315,0.509302938084315
semantic,0.5040904017857143,0.5040904017857143
glass,0.45869143970537857,0.45869143970537857
mem,0.4765143795289855,0.4765143795289855
motor,0.4886179779002885,0.4886179779002885
semantic,0.5061049107142856,0.5061049107142856
glass,0.48295997130866736,0.48295997130866736
mem,0.5222310510481367,0.5222310510481367
motor,0.5291186480163694,0.5291186480163694
semantic,0.5327678571428571,0.5327678571428571
glass,0.48536126455978074,0.48536126455978074
mem,0.49018847858436854,0.49018847858436854
motor,0.4880476053939457,0.4880476053939457
semantic,0.5161607142857143,0.5161607142857143
glass,0.5035110304613453,0.5035110304613453
mem,0.5199459352355073,0.5199459352355073
motor,0.48471961561185833,0.48471961561185833
semantic,0.5288560267857143,0.5288560267857143
glass,0.5131977453751285,0.5131977453751285
mem,0.47543551048136645,0.47543551048136645
motor,0.46957478853873424,0.46957478853873424
semantic,0.506015625,0.506015625
glass,0.5012176865650337,0.5012176865650337
mem,0.5070094138198757,0.5070094138198757
motor,0.44671535869130785,0.44671535869130785
semantic,0.5069196428571429,0.5069196428571429
glass,0.4973396282973621,0.4973396282973621
mem,0.46829972987836443,0.46829972987836443
motor,0.479006930325305,0.479006930325305
semantic,0.5051283482142858,0.5051283482142858
glass,0.4739697527692132,0.4739697527692132
mem,0.5055409307065217,0.5055409307065217
motor,0.48596651211639386,0.48596651211639386
semantic,0.5039787946428571,0.5039787946428571
glass,0.5282649773038712,0.5282649773038712
mem,0.5046719316123188,0.5046719316123188
motor,0.4826852919838043,0.4826852919838043
semantic,0.49862165178571427,0.49862165178571427
glass,0.5020844931197899,0.5020844931197899
mem,0.5030629286361283,0.5030629286361283
motor,0.4990812920315921,0.4990812920315921
semantic,0.47873883928571426,0.47873883928571426
glass,0.5385886826253283,0.5385886826253283
mem,0.5080134737318841,0.5080134737318841
motor,0.490518237583846,0.490518237583846
semantic,0.49487723214285717,0.49487723214285717
glass,0.5026932917951353,0.5026932917951353
mem,0.5033496295936852,0.5033496295936852
motor,0.49720028325165955,0.49720028325165955
semantic,0.5019140625,0.5019140625
glass,0.5055772346408587,0.5055772346408587
mem,0.4902574243012423,0.4902574243012423
motor,0.5018567075687276,0.5018567075687276
semantic,0.4907924107142857,0.4907924107142857
glass,0.490436668522325,0.490436668522325
mem,0.49322512292960663,0.49322512292960663
motor,0.4905070916093212,0.4905070916093212
semantic,0.5422154017857144,0.5422154017857144
glass,0.479916513217997,0.479916513217997
mem,0.504589439376294,0.504589439376294
motor,0.47898203176589166,0.47898203176589166
semantic,0.5323102678571427,0.5323102678571427
glass,0.5172791231300673,0.5172791231300673
mem,0.5004496635610766,0.5004496635610766
motor,0.508968721761721,0.508968721761721
semantic,0.47573660714285715,0.47573660714285715
glass,0.5028768949126413,0.5028768949126413
mem,0.5032436836827122,0.5032436836827122
motor,0.4955246672227436,0.4955246672227436
semantic,0.48709263392857144,0.48709263392857144
glass,0.4966206499086445,0.4966206499086445
mem,0.5149755758281573,0.5149755758281573
motor,0.4787725118817989,0.4787725118817989
semantic,0.48910714285714285,0.48910714285714285
glass,0.5103553764131552,0.5103553764131552
mem,0.5128034824663561,0.5128034824663561
motor,0.4858696738261565,0.4858696738261565
semantic,0.48666294642857144,0.48666294642857144
glass,0.49159904219481554,0.49159904219481554
mem,0.49111449437111804,0.49111449437111804
motor,0.515293037309283,0.515293037309283
semantic,0.49889508928571424,0.49889508928571424
glass,0.5024890801644399,0.5024890801644399
mem,0.4764021658255694,0.4764021658255694
motor,0.49959453632745976,0.49959453632745976
semantic,0.4844977678571428,0.4844977678571428
glass,0.482116449697385,0.482116449697385
mem,0.5136759187370601,0.5136759187370601
motor,0.47430813501372815,0.47430813501372815
semantic,0.506685267857143,0.506685267857143
glass,0.5132402114023067,0.5132402114023067
mem,0.4885190217391304,0.4885190217391304
motor,0.5436699146117889,0.5436699146117889
semantic,0.5073772321428571,0.5073772321428571
glass,0.5250594167523124,0.5250594167523124
mem,0.4969297926371635,0.4969297926371635
motor,0.4846791859990269,0.4846791859990269
semantic,0.46873883928571425,0.46873883928571425
glass,0.512839728217426,0.512839728217426
mem,0.4856724330357143,0.4856724330357143
motor,0.5145503434209154,0.5145503434209154
semantic,0.5019921875,0.5019921875
glass,0.4975896961002626,0.4975896961002626
mem,0.4658765204451346,0.4658765204451346
motor,0.47482078196138744,0.47482078196138744
semantic,0.46320870535714287,0.46320870535714287
glass,0.5098816482528263,0.5098816482528263
mem,0.511223392210145,0.511223392210145
motor,0.49916414694331496,0.49916414694331496
semantic,0.4973604910714286,0.4973604910714286
glass,0.5181718910585817,0.5181718910585817
mem,0.5028534630564182,0.5028534630564182
motor,0.5049635699049456,0.5049635699049456
