train,same,diff
MSC02,0.28,0.20144927536231882
MSC03,0.2,0.18587896253602307
MSC04,0.16,0.2055072463768116
MSC05,0.28,0.2098550724637681
MSC06,0.15555555555555556,0.1978866474543708
MSC07,0.13333333333333333,0.21965317919075145
MSC10,0.18000000000000002,0.19652173913043477
MSC01,0.16,0.1953623188405797
MSC02,0.18000000000000002,0.18608695652173912
MSC03,0.1,0.1840778097982709
MSC04,0.16,0.1826086956521739
MSC05,0.16,0.19971014492753622
MSC06,0.2,0.22382324687800192
MSC07,0.17777777777777778,0.19845857418111754
MSC10,0.2,0.21594202898550724
MSC01,0.2,0.21333333333333335
MSC02,0.14,0.19304347826086957
MSC03,0.2,0.21145533141210374
MSC04,0.24000000000000002,0.20231884057971014
MSC05,0.26,0.1872463768115942
MSC06,0.15555555555555556,0.19148254883125201
MSC07,0.22222222222222224,0.19524727039177905
MSC10,0.2,0.18405797101449275
MSC01,0.22,0.20666666666666667
MSC02,0.24000000000000002,0.21246376811594203
MSC03,0.15000000000000002,0.1797550432276657
MSC04,0.16,0.18840579710144928
MSC05,0.12000000000000001,0.1889855072463768
MSC06,0.22222222222222224,0.20589177073326928
MSC07,0.17777777777777778,0.18111753371868977
MSC10,0.22,0.18144927536231883
MSC01,0.26,0.18492753623188407
MSC02,0.2,0.19768115942028985
MSC03,0.1,0.15814121037463977
MSC04,0.2,0.19507246376811593
MSC05,0.22,0.20695652173913043
MSC06,0.22222222222222224,0.21261607428754403
MSC07,0.17777777777777778,0.1920359666024406
MSC10,0.24000000000000002,0.1944927536231884
MSC01,0.22,0.20579710144927535
MSC02,0.18000000000000002,0.1944927536231884
MSC03,0.375,0.1988472622478386
MSC04,0.16,0.21217391304347827
MSC05,0.12000000000000001,0.19159420289855073
MSC06,0.11111111111111112,0.18860070445084853
MSC07,0.13333333333333333,0.19396274887604367
MSC10,0.26,0.20144927536231885
MSC01,0.26,0.22666666666666668
MSC02,0.16,0.1973913043478261
MSC03,0.175,0.21289625360230546
MSC04,0.22,0.18608695652173912
MSC05,0.1,0.1855072463768116
MSC06,0.2,0.1866794748639129
MSC07,0.15555555555555556,0.20423892100192678
MSC10,0.2,0.20434782608695654
MSC01,0.14,0.20898550724637682
MSC02,0.12000000000000001,0.19478260869565217
MSC03,0.275,0.20172910662824206
MSC04,0.12000000000000001,0.20144927536231882
MSC05,0.22,0.20898550724637682
MSC06,0.17777777777777778,0.2052513608709574
MSC07,0.17777777777777778,0.20905587668593448
MSC10,0.2,0.20608695652173914
MSC01,0.16,0.1944927536231884
MSC02,0.22,0.19420289855072465
MSC03,0.2,0.194164265129683
MSC04,0.14,0.19391304347826088
MSC05,0.24000000000000002,0.20144927536231882
MSC06,0.26666666666666666,0.20044828690361832
MSC07,0.26666666666666666,0.19845857418111754
MSC10,0.28,0.19333333333333333
MSC01,0.24000000000000002,0.19391304347826088
MSC02,0.22,0.1820289855072464
MSC03,0.2,0.2265850144092219
MSC04,0.24000000000000002,0.19333333333333333
MSC05,0.24000000000000002,0.21507246376811595
MSC06,0.17777777777777778,0.18347742555235352
MSC07,0.17777777777777778,0.18079640333975594
MSC10,0.24000000000000002,0.19333333333333333
MSC01,0.16,0.19362318840579712
MSC02,0.16,0.22405797101449276
MSC03,0.225,0.21793948126801152
MSC04,0.22,0.1855072463768116
MSC05,0.2,0.21043478260869564
MSC06,0.06666666666666667,0.19980787704130643
MSC07,0.15555555555555556,0.20520231213872833
MSC10,0.16,0.2147826086956522
MSC01,0.24000000000000002,0.18492753623188407
MSC02,0.18000000000000002,0.19710144927536233
MSC03,0.2,0.22478386167146974
MSC04,0.26,0.22202898550724637
MSC05,0.22,0.22231884057971013
MSC06,0.26666666666666666,0.2164585334614153
MSC07,0.22222222222222224,0.2113037893384714
MSC10,0.08,0.19681159420289854
MSC01,0.34,0.2263768115942029
MSC02,0.2,0.20405797101449274
MSC03,0.125,0.20389048991354466
MSC04,0.18000000000000002,0.17594202898550726
MSC05,0.24000000000000002,0.18956521739130436
MSC06,0.15555555555555556,0.18892090938200448
MSC07,0.26666666666666666,0.20648683365446371
MSC10,0.16,0.1956521739130435
MSC01,0.26,0.19333333333333333
MSC02,0.24000000000000002,0.18811594202898552
MSC03,0.25,0.21109510086455333
MSC04,0.22,0.2028985507246377
MSC05,0.16,0.1982608695652174
MSC06,0.24444444444444446,0.19820685238552674
MSC07,0.26666666666666666,0.197495183044316
MSC10,0.32,0.20579710144927538
MSC01,0.28,0.21739130434782608
MSC02,0.24000000000000002,0.20579710144927535
MSC03,0.225,0.21109510086455333
MSC04,0.16,0.17333333333333334
MSC05,0.2,0.17913043478260868
MSC06,0.15555555555555556,0.17643291706692282
MSC07,0.26666666666666666,0.19043031470777136
MSC10,0.2,0.18521739130434783
MSC01,0.22,0.18463768115942028
MSC02,0.26,0.20173913043478262
MSC03,0.225,0.21361671469740634
MSC04,0.24000000000000002,0.19507246376811593
MSC05,0.18,0.21797101449275363
MSC06,0.24444444444444446,0.21037463976945245
MSC07,0.24444444444444446,0.20006422607578678
MSC10,0.28,0.2043478260869565
MSC01,0.24000000000000002,0.1956521739130435
MSC02,0.12000000000000001,0.16927536231884058
MSC03,0.325,0.21397694524495678
MSC04,0.16,0.18985507246376812
MSC05,0.2,0.2008695652173913
MSC06,0.15555555555555556,0.164905539545309
MSC07,0.2888888888888889,0.20552344251766216
MSC10,0.16,0.20318840579710146
MSC01,0.18000000000000002,0.20347826086956522
MSC02,0.16,0.2055072463768116
MSC03,0.225,0.17507204610951008
MSC04,0.18000000000000002,0.18666666666666668
MSC05,0.2,0.20782608695652174
MSC06,0.26666666666666666,0.21549791866794749
MSC07,0.2,0.16987797045600514
MSC10,0.32,0.20579710144927538
MSC01,0.26,0.20144927536231882
MSC02,0.2,0.19710144927536233
MSC03,0.225,0.18047550432276657
MSC04,0.12,0.21130434782608695
MSC05,0.38,0.19826086956521738
MSC06,0.24444444444444446,0.19692603266090297
MSC07,0.22222222222222224,0.21644187540141296
MSC10,0.28,0.20608695652173914
MSC01,0.26,0.19014492753623188
MSC02,0.18000000000000002,0.18753623188405796
MSC03,0.07500000000000001,0.16930835734870317
MSC04,0.14,0.2028985507246377
MSC05,0.3,0.19768115942028985
MSC06,0.22222222222222224,0.20813320525136086
MSC07,0.13333333333333333,0.20584457289659602
MSC10,0.22,0.20231884057971014
MSC01,0.14,0.21855072463768116
MSC02,0.14,0.1771014492753623
MSC03,0.25,0.2219020172910663
MSC04,0.12000000000000001,0.192463768115942
MSC05,0.28,0.18927536231884057
MSC06,0.22222222222222224,0.19564521293627923
MSC07,0.22222222222222224,0.20969813744380217
MSC10,0.18000000000000002,0.1953623188405797
MSC01,0.12000000000000001,0.19768115942028985
MSC02,0.24,0.20666666666666667
MSC03,0.175,0.18551873198847263
MSC04,0.16,0.15246376811594203
MSC05,0.14,0.18
MSC06,0.08888888888888889,0.20621197566442523
MSC07,0.26666666666666666,0.21355170199100834
MSC10,0.22,0.1956521739130435
MSC01,0.28,0.21797101449275363
MSC02,0.16,0.20869565217391306
MSC03,0.25,0.20353025936599423
MSC04,0.28,0.21855072463768116
MSC05,0.26,0.19652173913043477
MSC06,0.15555555555555556,0.18219660582772973
MSC07,0.3111111111111111,0.20263326910725754
MSC10,0.12000000000000001,0.21739130434782608
MSC01,0.18000000000000002,0.18144927536231883
MSC02,0.14,0.20521739130434782
MSC03,0.2,0.17975504322766572
MSC04,0.22,0.2026086956521739
MSC05,0.30000000000000004,0.20521739130434782
MSC06,0.15555555555555556,0.1985270573166827
MSC07,0.17777777777777778,0.17052023121387283
MSC10,0.26,0.1907246376811594
MSC01,0.32,0.19246376811594204
MSC02,0.18,0.20666666666666667
MSC03,0.17500000000000002,0.19992795389048992
MSC04,0.18000000000000002,0.21942028985507245
MSC05,0.18000000000000002,0.21159420289855074
MSC06,0.24444444444444446,0.21165545949407621
MSC07,0.13333333333333333,0.18625561978163135
MSC10,0.26,0.2028985507246377
MSC01,0.18000000000000002,0.19652173913043477
MSC02,0.18,0.20666666666666667
MSC03,0.15000000000000002,0.1851585014409222
MSC04,0.2,0.17043478260869566
MSC05,0.12000000000000001,0.21072463768115943
MSC06,0.26666666666666666,0.22414345180915787
MSC07,0.17777777777777778,0.197495183044316
MSC10,0.2,0.1655072463768116
MSC01,0.16,0.2127536231884058
MSC02,0.18000000000000002,0.17797101449275363
MSC03,0.17500000000000002,0.19668587896253603
MSC04,0.24000000000000002,0.18985507246376812
MSC05,0.34,0.21623188405797103
MSC06,0.17777777777777778,0.20365033621517772
MSC07,0.15555555555555556,0.20745022479126524
MSC10,0.1,0.17797101449275363
MSC01,0.24,0.2098550724637681
MSC02,0.16,0.21391304347826087
MSC03,0.15000000000000002,0.2107348703170029
MSC04,0.22,0.18985507246376812
MSC05,0.14,0.1956521739130435
MSC06,0.24444444444444446,0.19660582772974705
MSC07,0.22222222222222224,0.2077713551701991
MSC10,0.14,0.19043478260869565
MSC01,0.14,0.21130434782608695
MSC02,0.22,0.1991304347826087
MSC03,0.2,0.20064841498559077
MSC04,0.30000000000000004,0.21217391304347827
MSC05,0.14,0.18782608695652175
MSC06,0.15555555555555556,0.1898815241754723
MSC07,0.24444444444444446,0.20520231213872833
MSC10,0.26,0.2055072463768116
MSC01,0.22,0.19043478260869565
MSC02,0.24000000000000002,0.1872463768115942
MSC03,0.225,0.19776657060518732
MSC04,0.14,0.18115942028985507
MSC05,0.14,0.19159420289855073
MSC06,0.13333333333333333,0.18796029458853666
MSC07,0.24444444444444446,0.2077713551701991
MSC10,0.30000000000000004,0.21043478260869566
MSC01,0.2,0.19652173913043477
MSC02,0.16,0.19768115942028985
MSC03,0.225,0.18587896253602304
MSC04,0.26,0.18434782608695652
MSC05,0.16,0.20898550724637682
MSC06,0.13333333333333333,0.18251681075888568
MSC07,0.11111111111111112,0.17694283879254977
MSC10,0.2,0.2043478260869565
MSC01,0.24000000000000002,0.21942028985507248
MSC02,0.18,0.19855072463768117
MSC03,0.175,0.18948126801152737
MSC04,0.16,0.21710144927536232
MSC05,0.18,0.20231884057971014
MSC06,0.15555555555555556,0.1994876721101505
MSC07,0.22222222222222224,0.18240205523442518
MSC10,0.14,0.19652173913043477
MSC01,0.2,0.19043478260869565
MSC02,0.2,0.18115942028985507
MSC03,0.175,0.22298270893371758
MSC04,0.16,0.18231884057971015
MSC05,0.14,0.20173913043478262
MSC06,0.15555555555555556,0.18475824527697726
MSC07,0.17777777777777778,0.2119460500963391
MSC10,0.16,0.19681159420289854
MSC01,0.12000000000000001,0.22753623188405797
MSC02,0.16,0.1927536231884058
MSC03,0.225,0.21505763688760807
MSC04,0.14,0.18753623188405796
MSC05,0.16,0.19681159420289857
MSC06,0.17777777777777778,0.21069484470060837
MSC07,0.3111111111111111,0.1926782273603083
MSC10,0.24,0.19971014492753622
MSC01,0.26,0.18405797101449275
MSC02,0.3,0.20405797101449274
MSC03,0.15000000000000002,0.18912103746397696
MSC04,0.22,0.19652173913043477
MSC05,0.24000000000000002,0.1756521739130435
MSC06,0.17777777777777778,0.18892090938200448
MSC07,0.2,0.1901091843288375
MSC10,0.08,0.2110144927536232
MSC01,0.24000000000000002,0.21072463768115943
MSC02,0.14,0.22927536231884058
MSC03,0.25,0.17219020172910662
MSC04,0.16,0.1889855072463768
MSC05,0.14,0.18811594202898552
MSC06,0.13333333333333333,0.21998078770413065
MSC07,0.15555555555555556,0.18304431599229287
MSC10,0.24000000000000002,0.20347826086956522
MSC01,0.18,0.19217391304347825
MSC02,0.2,0.2127536231884058
MSC03,0.1,0.18840057636887608
MSC04,0.24000000000000002,0.20898550724637682
MSC05,0.16,0.2043478260869565
MSC06,0.22222222222222224,0.16714697406340057
MSC07,0.08888888888888889,0.20231213872832368
MSC10,0.28,0.18289855072463768
MSC01,0.18,0.21391304347826087
MSC02,0.14,0.20115942028985506
MSC03,0.2,0.18047550432276657
MSC04,0.22,0.19304347826086957
MSC05,0.14,0.1889855072463768
MSC06,0.13333333333333333,0.1978866474543708
MSC07,0.24444444444444446,0.19910083493898523
MSC10,0.22,0.21333333333333332
MSC01,0.24000000000000002,0.1956521739130435
MSC02,0.12000000000000001,0.18753623188405796
MSC03,0.2,0.19164265129682997
MSC04,0.2,0.19391304347826088
MSC05,0.26,0.2063768115942029
MSC06,0.24444444444444446,0.19724623759205892
MSC07,0.2888888888888889,0.2023121387283237
MSC10,0.18000000000000002,0.2081159420289855
MSC01,0.16,0.18492753623188407
MSC02,0.2,0.20840579710144927
MSC03,0.275,0.18623919308357348
MSC04,0.3,0.20405797101449274
MSC05,0.16,0.20376811594202898
MSC06,0.11111111111111112,0.21741914825488312
MSC07,0.13333333333333333,0.19588953114964675
MSC10,0.26,0.1910144927536232
MSC01,0.1,0.18434782608695652
MSC02,0.18,0.19478260869565217
MSC03,0.25,0.21289625360230546
MSC04,0.14,0.1910144927536232
MSC05,0.2,0.1944927536231884
MSC06,0.13333333333333333,0.1988472622478386
MSC07,0.08888888888888889,0.1994219653179191
MSC10,0.16,0.17420289855072463
MSC01,0.2,0.1982608695652174
MSC02,0.2,0.19971014492753622
MSC03,0.15000000000000002,0.19992795389048992
MSC04,0.12000000000000001,0.1927536231884058
MSC05,0.14,0.17159420289855074
MSC06,0.2,0.1962856227985911
MSC07,0.22222222222222224,0.20809248554913296
MSC10,0.16,0.18782608695652173
MSC01,0.14,0.19043478260869565
MSC02,0.2,0.19043478260869565
MSC03,0.125,0.194164265129683
MSC04,0.18,0.1944927536231884
MSC05,0.26,0.21565217391304348
MSC06,0.17777777777777778,0.1905219340377842
MSC07,0.22222222222222224,0.18721901091843288
MSC10,0.18000000000000002,0.19797101449275362
MSC01,0.2,0.1991304347826087
MSC02,0.14,0.1918840579710145
MSC03,0.2,0.20677233429394815
MSC04,0.24000000000000002,0.1918840579710145
MSC05,0.26,0.19826086956521738
MSC06,0.24444444444444444,0.19372398334934357
MSC07,0.2,0.2003853564547206
MSC10,0.16,0.18782608695652173
MSC01,0.16,0.19826086956521738
MSC02,0.22,0.1782608695652174
MSC03,0.25,0.20244956772334294
MSC04,0.14,0.19130434782608696
MSC05,0.2,0.1918840579710145
MSC06,0.22222222222222224,0.2212616074287544
MSC07,0.2222222222222222,0.18143866409762363
MSC10,0.28,0.2026086956521739
MSC01,0.26,0.20405797101449274
MSC02,0.22,0.1973913043478261
MSC03,0.3,0.20893371757925072
MSC04,0.14,0.18608695652173912
MSC05,0.2,0.20405797101449274
MSC06,0.3111111111111111,0.2106948447006084
MSC07,0.22222222222222224,0.19845857418111754
MSC10,0.22,0.18405797101449275
MSC01,0.24000000000000002,0.20260869565217393
MSC02,0.16,0.20376811594202898
MSC03,0.2,0.20172910662824206
MSC04,0.22,0.1782608695652174
MSC05,0.22,0.18985507246376812
MSC06,0.22222222222222224,0.2186999679795069
MSC07,0.17777777777777778,0.19910083493898523
MSC10,0.26,0.19855072463768117
MSC01,0.22,0.1872463768115942
MSC02,0.24000000000000002,0.2028985507246377
MSC03,0.225,0.1873198847262248
MSC04,0.3,0.23043478260869565
MSC05,0.2,0.2081159420289855
MSC06,0.2,0.21037463976945245
MSC07,0.22222222222222224,0.178548490687219
MSC10,0.26,0.1956521739130435
MSC01,0.26,0.2110144927536232
MSC02,0.2,0.20173913043478262
MSC03,0.17500000000000002,0.1840778097982709
MSC04,0.26,0.19797101449275362
MSC05,0.34,0.21420289855072464
MSC06,0.3111111111111111,0.21837976304835094
MSC07,0.22222222222222224,0.2212588310854207
MSC10,0.12000000000000001,0.2098550724637681
MSC01,0.28,0.22086956521739132
MSC02,0.26,0.1973913043478261
MSC03,0.125,0.17579250720461095
MSC04,0.26,0.1973913043478261
MSC05,0.060000000000000005,0.21623188405797103
MSC06,0.2,0.18539865513928913
MSC07,0.22222222222222224,0.2010276172125883
MSC10,0.16,0.20318840579710146
MSC01,0.14,0.18637681159420288
MSC02,0.18000000000000002,0.18637681159420288
MSC03,0.2,0.1729106628242075
MSC04,0.28,0.1910144927536232
MSC05,0.3,0.19362318840579712
MSC06,0.13333333333333333,0.202049311559398
MSC07,0.24444444444444446,0.17662170841361594
MSC10,0.2,0.22028985507246376
MSC01,0.28,0.20347826086956522
MSC02,0.2,0.21072463768115943
MSC03,0.25,0.20317002881844382
MSC04,0.2,0.21478260869565216
MSC05,0.24000000000000002,0.18695652173913044
MSC06,0.15555555555555556,0.19052193403778417
MSC07,0.26666666666666666,0.21612074502247913
MSC10,0.24000000000000002,0.21304347826086956
MSC01,0.14,0.21681159420289856
MSC02,0.18,0.1791304347826087
MSC03,0.325,0.20172910662824206
MSC04,0.3,0.23217391304347826
MSC05,0.14,0.21710144927536232
MSC06,0.13333333333333333,0.20333013128402178
MSC07,0.17777777777777778,0.20937700706486834
MSC10,0.18000000000000002,0.20376811594202898
MSC01,0.24000000000000002,0.20579710144927538
MSC02,0.18000000000000002,0.20173913043478262
MSC03,0.125,0.1988472622478386
MSC04,0.24000000000000002,0.21420289855072464
MSC05,0.2,0.2028985507246377
MSC06,0.22222222222222224,0.20076849183477427
MSC07,0.22222222222222224,0.1987797045600514
MSC10,0.08,0.18753623188405796
MSC01,0.24,0.2272463768115942
MSC02,0.16,0.19043478260869565
MSC03,0.07500000000000001,0.1851585014409222
MSC04,0.18000000000000002,0.1872463768115942
MSC05,0.12000000000000001,0.20231884057971014
MSC06,0.13333333333333333,0.180915786103106
MSC07,0.2,0.1708413615928067
MSC10,0.24000000000000002,0.1953623188405797
MSC01,0.16,0.18840579710144928
MSC02,0.22,0.18289855072463768
MSC03,0.275,0.21433717579250722
MSC04,0.16,0.1855072463768116
MSC05,0.2,0.1782608695652174
MSC06,0.2,0.19084213896894012
MSC07,0.22222222222222224,0.20327552986512523
MSC10,0.26,0.19304347826086957
MSC01,0.24000000000000002,0.18782608695652175
MSC02,0.2,0.192463768115942
MSC03,0.225,0.19956772334293948
MSC04,0.18000000000000002,0.18869565217391304
MSC05,0.12000000000000001,0.1855072463768116
MSC06,0.2,0.21421709894332372
MSC07,0.26666666666666666,0.20969813744380217
MSC10,0.1,0.1956521739130435
MSC01,0.18000000000000002,0.196231884057971
MSC02,0.14,0.1927536231884058
MSC03,0.3,0.2330691642651297
MSC04,0.14,0.17333333333333334
MSC05,0.24000000000000002,0.19304347826086957
MSC06,0.13333333333333333,0.21261607428754403
MSC07,0.13333333333333333,0.18625561978163135
MSC10,0.2,0.19942028985507246
MSC01,0.2,0.19507246376811593
MSC02,0.3,0.20840579710144927
MSC03,0.1,0.19596541786743515
MSC04,0.26,0.20695652173913043
MSC05,0.18000000000000002,0.20492753623188406
MSC06,0.22222222222222224,0.19180275376240793
MSC07,0.26666666666666666,0.1833654463712267
MSC10,0.2,0.21391304347826087
MSC01,0.24,0.19681159420289857
MSC02,0.3,0.21739130434782608
MSC03,0.15000000000000002,0.21037463976945245
MSC04,0.2,0.2043478260869565
MSC05,0.14,0.20376811594202898
MSC06,0.11111111111111112,0.1777137367915466
MSC07,0.2888888888888889,0.1955684007707129
MSC10,0.18000000000000002,0.21333333333333335
MSC01,0.2,0.2263768115942029
MSC02,0.2,0.2136231884057971
MSC03,0.2,0.19956772334293948
MSC04,0.2,0.19710144927536233
MSC05,0.14,0.20753623188405795
MSC06,0.15555555555555556,0.20653218059558118
MSC07,0.15555555555555556,0.20006422607578675
MSC10,0.22,0.21971014492753624
MSC01,0.2,0.1907246376811594
MSC02,0.22,0.21217391304347827
MSC03,0.25,0.19488472622478387
MSC04,0.12000000000000001,0.2046376811594203
MSC05,0.18,0.2110144927536232
MSC06,0.22222222222222224,0.22254242715337816
MSC07,0.24444444444444446,0.21836865767501606
MSC10,0.24,0.20695652173913043
MSC01,0.26,0.22028985507246376
MSC02,0.3,0.183768115942029
MSC03,0.175,0.20857348703170028
MSC04,0.16,0.2063768115942029
MSC05,0.14,0.17391304347826086
MSC06,0.2,0.22350304194684598
MSC07,0.2,0.21258831085420682
MSC10,0.14,0.2063768115942029
MSC01,0.18000000000000002,0.20840579710144927
MSC02,0.22,0.1820289855072464
MSC03,0.25,0.20353025936599423
MSC04,0.22,0.19014492753623188
MSC05,0.2,0.2098550724637681
MSC06,0.24444444444444446,0.20461095100864554
MSC07,0.22222222222222224,0.2186897880539499
MSC10,0.18000000000000002,0.1956521739130435
MSC01,0.1,0.1944927536231884
MSC02,0.2,0.17942028985507247
MSC03,0.125,0.18948126801152737
MSC04,0.16,0.20840579710144927
MSC05,0.18000000000000002,0.18434782608695652
MSC06,0.17777777777777778,0.1841178354146654
MSC07,0.17777777777777778,0.20456005138086064
MSC10,0.22,0.19797101449275362
MSC01,0.26,0.2136231884057971
MSC02,0.2,0.20231884057971014
MSC03,0.15000000000000002,0.18443804034582134
MSC04,0.28,0.1826086956521739
MSC05,0.3,0.19884057971014493
MSC06,0.13333333333333333,0.16746717899455651
MSC07,0.2,0.16955684007707128
MSC10,0.24000000000000002,0.2136231884057971
MSC01,0.26,0.2217391304347826
MSC02,0.22,0.21565217391304348
MSC03,0.275,0.20389048991354466
MSC04,0.22,0.19594202898550725
MSC05,0.28,0.21971014492753624
MSC06,0.15555555555555556,0.1873198847262248
MSC07,0.2,0.19877970456005137
MSC10,0.28,0.2063768115942029
MSC01,0.18000000000000002,0.20898550724637682
MSC02,0.22,0.19971014492753622
MSC03,0.17500000000000002,0.20064841498559077
MSC04,0.26,0.19942028985507246
MSC05,0.14,0.20521739130434782
MSC06,0.17777777777777778,0.1988472622478386
