MSC03,train,test,MSC04
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.95
0.65,mem,mixed,0.95
0.65,mem,mixed,0.9
0.65,mem,mixed,0.95
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.95
0.65,mem,mixed,0.95
0.65,mem,mixed,0.9
0.65,mem,mixed,0.95
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.95
0.65,mem,mixed,0.95
0.65,mem,mixed,0.9
0.65,mem,mixed,0.95
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.95
0.65,mem,mixed,0.95
0.65,mem,mixed,0.9
0.65,mem,mixed,0.95
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.9
0.65,mem,mixed,0.95
0.65,mem,mixed,0.95
0.9,mem,motor,0.95
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.85
0.9,mem,motor,0.85
0.9,mem,motor,0.9
0.9,mem,motor,0.95
0.8,mem,motor,0.95
0.8,mem,motor,0.9
0.8,mem,motor,0.9
0.8,mem,motor,0.9
0.8,mem,motor,0.9
0.8,mem,motor,0.9
0.8,mem,motor,0.85
0.8,mem,motor,0.85
0.8,mem,motor,0.9
0.8,mem,motor,0.95
0.85,mem,motor,0.95
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.85
0.85,mem,motor,0.85
0.85,mem,motor,0.9
0.85,mem,motor,0.95
0.85,mem,motor,0.95
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.85
0.85,mem,motor,0.85
0.85,mem,motor,0.9
0.85,mem,motor,0.95
0.85,mem,motor,0.95
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.85
0.85,mem,motor,0.85
0.85,mem,motor,0.9
0.85,mem,motor,0.95
0.95,mem,motor,0.95
0.95,mem,motor,0.9
0.95,mem,motor,0.9
0.95,mem,motor,0.9
0.95,mem,motor,0.9
0.95,mem,motor,0.9
0.95,mem,motor,0.85
0.95,mem,motor,0.85
0.95,mem,motor,0.9
0.95,mem,motor,0.95
0.9,mem,motor,0.95
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.85
0.9,mem,motor,0.85
0.9,mem,motor,0.9
0.9,mem,motor,0.95
0.9,mem,motor,0.95
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.85
0.9,mem,motor,0.85
0.9,mem,motor,0.9
0.9,mem,motor,0.95
0.9,mem,motor,0.95
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.9
0.9,mem,motor,0.85
0.9,mem,motor,0.85
0.9,mem,motor,0.9
0.9,mem,motor,0.95
0.85,mem,motor,0.95
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.9
0.85,mem,motor,0.85
0.85,mem,motor,0.85
0.85,mem,motor,0.9
0.85,mem,motor,0.95
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.5,motor,mixed,0.6
0.5,motor,mixed,0.6
0.5,motor,mixed,0.6
0.5,motor,mixed,0.55
0.5,motor,mixed,0.55
0.5,motor,mixed,0.6
0.5,motor,mixed,0.6
0.5,motor,mixed,0.55
0.5,motor,mixed,0.6
0.5,motor,mixed,0.6
0.5,motor,mixed,0.6
0.5,motor,mixed,0.6
0.5,motor,mixed,0.6
0.5,motor,mixed,0.55
0.5,motor,mixed,0.55
0.5,motor,mixed,0.6
0.5,motor,mixed,0.6
0.5,motor,mixed,0.55
0.5,motor,mixed,0.6
0.5,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.55
0.6,motor,mixed,0.55
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.55
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.55
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mem,0.75
0.55,motor,mem,0.6
0.55,motor,mem,0.7
0.55,motor,mem,0.65
0.55,motor,mem,0.65
0.55,motor,mem,0.6
0.55,motor,mem,0.7
0.55,motor,mem,0.5
0.55,motor,mem,0.6
0.55,motor,mem,0.8
0.6,motor,mem,0.75
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.65
0.6,motor,mem,0.65
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.5
0.6,motor,mem,0.6
0.6,motor,mem,0.8
0.6,motor,mem,0.75
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.65
0.6,motor,mem,0.65
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.5
0.6,motor,mem,0.6
0.6,motor,mem,0.8
0.55,motor,mem,0.75
0.55,motor,mem,0.6
0.55,motor,mem,0.7
0.55,motor,mem,0.65
0.55,motor,mem,0.65
0.55,motor,mem,0.6
0.55,motor,mem,0.7
0.55,motor,mem,0.5
0.55,motor,mem,0.6
0.55,motor,mem,0.8
0.6,motor,mem,0.75
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.65
0.6,motor,mem,0.65
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.5
0.6,motor,mem,0.6
0.6,motor,mem,0.8
0.6,motor,mem,0.75
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.65
0.6,motor,mem,0.65
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.5
0.6,motor,mem,0.6
0.6,motor,mem,0.8
0.6,motor,mem,0.75
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.65
0.6,motor,mem,0.65
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.5
0.6,motor,mem,0.6
0.6,motor,mem,0.8
0.6,motor,mem,0.75
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.65
0.6,motor,mem,0.65
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.5
0.6,motor,mem,0.6
0.6,motor,mem,0.8
0.6,motor,mem,0.75
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.65
0.6,motor,mem,0.65
0.6,motor,mem,0.6
0.6,motor,mem,0.7
0.6,motor,mem,0.5
0.6,motor,mem,0.6
0.6,motor,mem,0.8
0.55,motor,mem,0.75
0.55,motor,mem,0.6
0.55,motor,mem,0.7
0.55,motor,mem,0.65
0.55,motor,mem,0.65
0.55,motor,mem,0.6
0.55,motor,mem,0.7
0.55,motor,mem,0.5
0.55,motor,mem,0.6
0.55,motor,mem,0.8
