MSC01,train,test,MSC02
1.0,mixed,motor,0.85
1.0,mixed,motor,0.7
1.0,mixed,motor,0.75
1.0,mixed,motor,0.75
1.0,mixed,motor,0.6
1.0,mixed,motor,0.85
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.85
1.0,mixed,motor,0.7
1.0,mixed,motor,0.75
1.0,mixed,motor,0.75
1.0,mixed,motor,0.6
1.0,mixed,motor,0.85
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.85
1.0,mixed,motor,0.7
1.0,mixed,motor,0.75
1.0,mixed,motor,0.75
1.0,mixed,motor,0.6
1.0,mixed,motor,0.85
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.85
1.0,mixed,motor,0.7
1.0,mixed,motor,0.75
1.0,mixed,motor,0.75
1.0,mixed,motor,0.6
1.0,mixed,motor,0.85
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.85
1.0,mixed,motor,0.7
1.0,mixed,motor,0.75
1.0,mixed,motor,0.75
1.0,mixed,motor,0.6
1.0,mixed,motor,0.85
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.8
1.0,mixed,motor,0.7
1.0,mixed,motor,0.85
1.0,mixed,motor,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.75
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.75
0.95,mem,mixed,0.8
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.75
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.75
0.9,mem,mixed,0.8
0.9,mem,mixed,0.7
0.9,mem,mixed,0.7
0.9,mem,mixed,0.7
0.9,mem,mixed,0.7
0.9,mem,mixed,0.8
0.9,mem,mixed,0.75
0.9,mem,mixed,0.7
0.9,mem,mixed,0.7
0.9,mem,mixed,0.75
0.95,mem,mixed,0.8
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.75
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.75
0.95,mem,mixed,0.8
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.75
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.75
0.95,mem,mixed,0.8
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.75
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.75
0.95,mem,mixed,0.8
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.75
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.75
0.95,mem,mixed,0.8
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.75
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.75
0.95,mem,mixed,0.8
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.75
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.75
0.95,mem,mixed,0.8
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.8
0.95,mem,mixed,0.75
0.95,mem,mixed,0.7
0.95,mem,mixed,0.7
0.95,mem,mixed,0.75
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.65
1.0,mem,motor,0.6
1.0,mem,motor,0.6
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.85,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.8,motor,mixed,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
0.65,motor,mem,0.5
