MSC01,train,test,MSC02,MSC03,MSC04
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.7,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.75,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.6,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.85,1.0,0.95
1.0,mixed,motor,0.8,1.0,0.95
1.0,mixed,motor,0.8,1.0,0.95
1.0,mixed,motor,0.8,1.0,0.95
1.0,mixed,motor,0.8,1.0,0.95
1.0,mixed,motor,0.8,1.0,0.95
1.0,mixed,motor,0.8,1.0,0.95
1.0,mixed,motor,0.8,1.0,0.95
1.0,mixed,motor,0.8,1.0,0.95
