MSC05,train,test,MSC06
1.0,mem,motor,0.95
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.6,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.55,motor,mixed,0.6
0.95,motor,mem,0.8
0.95,motor,mem,0.75
0.95,motor,mem,0.75
0.95,motor,mem,0.75
0.95,motor,mem,0.75
0.95,motor,mem,0.8
0.95,motor,mem,0.7
0.95,motor,mem,0.65
0.95,motor,mem,0.75
0.95,motor,mem,0.75
0.8,motor,mem,0.8
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.8
0.8,motor,mem,0.7
0.8,motor,mem,0.65
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.7
0.75,motor,mem,0.65
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.7
0.75,motor,mem,0.65
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.7
0.75,motor,mem,0.65
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.7
0.75,motor,mem,0.65
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.8,motor,mem,0.8
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.8
0.8,motor,mem,0.7
0.8,motor,mem,0.65
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.8
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.8
0.8,motor,mem,0.7
0.8,motor,mem,0.65
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.75,motor,mem,0.8
0.75,motor,mem,0.7
0.75,motor,mem,0.65
0.75,motor,mem,0.75
0.75,motor,mem,0.75
0.8,motor,mem,0.8
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.75
0.8,motor,mem,0.8
0.8,motor,mem,0.7
0.8,motor,mem,0.65
0.8,motor,mem,0.75
0.8,motor,mem,0.75
