train_task,test_task,acc
motor,mem,0.5
mem,mixed,0.575
mem,motor,0.72
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.4149999999999999
mem,motor,0.51
mixed,motor,0.5199999999999999
mixed,mem,0.5
motor,mixed,0.51
motor,mem,0.51
mem,mixed,0.375
mem,motor,0.5050000000000001
mixed,motor,0.61
mixed,mem,0.505
motor,mixed,0.565
motor,mem,0.51
mem,mixed,0.7100000000000001
mem,motor,0.82
mixed,motor,0.6450000000000001
mixed,mem,0.51
motor,mixed,0.5
motor,mem,0.54
mem,mixed,0.7849999999999999
mem,motor,0.8149999999999998
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.68
mem,motor,0.72
mixed,motor,0.5199999999999999
mixed,mem,0.505
motor,mixed,0.5
motor,mem,0.505
mem,mixed,0.44000000000000006
mem,motor,0.835
mixed,motor,0.5700000000000001
mixed,mem,0.5149999999999999
motor,mixed,0.5
motor,mem,0.505
mem,mixed,0.775
mem,motor,0.8099999999999999
mixed,motor,0.6900000000000001
mixed,mem,0.74
motor,mixed,0.7849999999999999
motor,mem,0.8299999999999998
mem,mixed,0.445
mem,motor,0.565
mixed,motor,0.5399999999999999
mixed,mem,0.5399999999999999
motor,mixed,0.655
motor,mem,0.86
mem,mixed,0.21500000000000002
mem,motor,0.425
mixed,motor,0.655
mixed,mem,0.655
motor,mixed,0.595
motor,mem,0.7949999999999999
mem,mixed,0.585
mem,motor,0.7899999999999999
mixed,motor,0.8699999999999999
mixed,mem,0.96
motor,mixed,0.8700000000000001
motor,mem,0.875
mem,mixed,0.735
mem,motor,0.86
mixed,motor,0.75
mixed,mem,0.755
motor,mixed,0.635
motor,mem,0.8249999999999998
mem,mixed,0.72
mem,motor,0.8049999999999999
mixed,motor,0.53
mixed,mem,0.525
motor,mixed,0.6650000000000001
motor,mem,0.65
mem,mixed,0.5549999999999999
mem,motor,0.71
mixed,motor,0.585
mixed,mem,0.585
motor,mixed,0.605
motor,mem,0.845
mem,mixed,0.7849999999999999
mem,motor,0.8549999999999999
mixed,motor,0.68
mixed,mem,0.68
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.865
mem,motor,0.9350000000000002
mixed,motor,0.67
mixed,mem,0.67
motor,mixed,0.5349999999999999
motor,mem,0.515
mem,mixed,0.505
mem,motor,0.505
mixed,motor,0.655
mixed,mem,0.655
motor,mixed,0.655
motor,mem,0.5
mem,mixed,0.8149999999999998
mem,motor,0.8499999999999999
mixed,motor,0.8399999999999999
mixed,mem,0.8249999999999998
motor,mixed,0.5899999999999999
motor,mem,0.515
mem,mixed,0.8400000000000001
mem,motor,0.8549999999999999
mixed,motor,0.85
mixed,mem,0.7949999999999999
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.6199999999999999
mem,motor,0.8049999999999999
mixed,motor,0.58
mixed,mem,0.56
motor,mixed,0.515
motor,mem,0.495
mem,mixed,0.515
mem,motor,0.42000000000000004
mixed,motor,0.655
mixed,mem,0.6250000000000001
motor,mixed,0.53
motor,mem,0.5
mem,mixed,0.755
mem,motor,0.75
mixed,motor,0.7
mixed,mem,0.545
motor,mixed,0.75
motor,mem,0.725
mem,mixed,0.835
mem,motor,0.9199999999999999
mixed,motor,0.7000000000000001
mixed,mem,0.705
motor,mixed,0.2899999999999999
motor,mem,0.605
mem,mixed,0.41000000000000003
mem,motor,0.675
mixed,motor,0.5549999999999999
mixed,mem,0.6049999999999999
motor,mixed,0.5999999999999999
motor,mem,0.635
mem,mixed,0.5549999999999999
mem,motor,0.7250000000000001
mixed,motor,0.835
mixed,mem,0.55
motor,mixed,0.755
motor,mem,0.7699999999999999
mem,mixed,0.7699999999999999
mem,motor,0.8799999999999999
mixed,motor,0.7050000000000001
mixed,mem,0.6950000000000001
motor,mixed,0.82
motor,mem,0.8049999999999999
mem,mixed,0.85
mem,motor,0.8099999999999999
mixed,motor,0.6249999999999999
mixed,mem,0.62
motor,mixed,0.5349999999999999
motor,mem,0.7000000000000001
mem,mixed,0.535
mem,motor,0.5700000000000001
mixed,motor,0.5799999999999998
mixed,mem,0.51
motor,mixed,0.6050000000000001
motor,mem,0.8850000000000001
mem,mixed,0.525
mem,motor,0.62
mixed,motor,0.5549999999999999
mixed,mem,0.565
motor,mixed,0.4600000000000001
motor,mem,0.5399999999999999
mem,mixed,0.7350000000000001
mem,motor,0.66
mixed,motor,0.55
mixed,mem,0.5499999999999999
motor,mixed,0.49000000000000005
motor,mem,0.5799999999999998
mem,mixed,0.7150000000000001
mem,motor,0.615
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.6000000000000001
motor,mem,0.575
mem,mixed,0.5
mem,motor,0.5
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.51
motor,mem,0.51
mem,mixed,0.6150000000000001
mem,motor,0.6
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.65
motor,mem,0.565
mem,mixed,0.5149999999999999
mem,motor,0.51
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.6
motor,mem,0.6449999999999999
mem,mixed,0.5149999999999999
mem,motor,0.5849999999999999
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5899999999999999
motor,mem,0.5349999999999999
mem,mixed,0.5549999999999999
mem,motor,0.4750000000000001
mixed,motor,0.55
mixed,mem,0.615
motor,mixed,0.6199999999999999
motor,mem,0.755
mem,mixed,0.55
mem,motor,0.655
mixed,motor,0.5449999999999999
mixed,mem,0.57
motor,mixed,0.5
motor,mem,0.5849999999999999
mem,mixed,0.205
mem,motor,0.515
mixed,motor,0.655
mixed,mem,0.7300000000000001
motor,mixed,0.605
motor,mem,0.745
mem,mixed,0.59
mem,motor,0.6700000000000002
mixed,motor,0.845
mixed,mem,0.8950000000000001
motor,mixed,0.72
motor,mem,0.845
mem,mixed,0.7999999999999999
mem,motor,0.7999999999999999
mixed,motor,0.6450000000000001
mixed,mem,0.72
motor,mixed,0.86
motor,mem,0.8399999999999999
mem,mixed,0.7799999999999999
mem,motor,0.76
mixed,motor,0.6900000000000001
mixed,mem,0.765
motor,mixed,0.51
motor,mem,0.5
mem,mixed,0.5899999999999999
mem,motor,0.7350000000000001
mixed,motor,0.745
mixed,mem,0.69
motor,mixed,0.5
motor,mem,0.5499999999999999
mem,mixed,0.43500000000000005
mem,motor,0.735
