train_task,test_task,acc
mem,mixed,0.5
mem,motor,1.0
mixed,motor,1.0
mixed,mem,0.975
motor,mixed,0.5499999999999999
motor,mem,0.5
mem,mixed,1.0
mem,motor,0.5833333333333333
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,1.0
motor,mem,1.0
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,1.0
motor,mem,0.5
mem,mixed,0.95
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.73125
motor,mixed,1.0
motor,mem,0.5625
mem,mixed,1.0
mem,motor,1.0
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,1.0
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,0.5
mixed,mem,0.5
motor,mixed,0.5499999999999999
motor,mem,0.5
mem,mixed,0.5
mem,motor,0.5
mixed,motor,1.0
mixed,mem,0.5
motor,mixed,0.5
motor,mem,0.5
mem,mixed,0.5
mem,motor,1.0
